order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,payment_method,order_status
O00010,C0038,P020,2024-05-03 21:43:06,1,1134.33,1134.33,微信,已完成
O00010,C0038,P073,2024-05-03 21:43:06,2,2361.13,4722.26,花呗,已完成
O00010,C0038,P011,2024-05-03 21:43:06,1,4817.34,4817.34,微信,已完成
O00010,C0038,P016,2024-05-03 21:43:06,3,998.51,2995.53,微信,已完成
O00011,C0392,P077,2024-04-15 22:34:48,3,3562.95,10688.85,支付宝,已完成
O00011,C0392,P029,2024-04-15 22:34:48,3,2316.85,6950.55,微信,已完成
O00011,C0392,P049,2024-04-15 22:34:48,2,2892.19,5784.38,支付宝,已完成
O00011,C0392,P057,2024-04-15 22:34:48,2,929.28,1858.56,花呗,已完成
O00012,C0441,P040,2023-11-30 01:58:03,3,4925.1,14775.3,微信,已完成
O00012,C0441,P080,2023-11-30 01:58:03,1,2257.25,2257.25,微信,已完成
O00012,C0441,P079,2023-11-30 01:58:03,3,718.44,2155.32,支付宝,已完成
O00012,C0441,P013,2023-11-30 01:58:03,1,2099.78,2099.78,支付宝,已完成
O00012,C0441,P081,2023-11-30 01:58:03,1,3259.23,3259.23,支付宝,已完成
O00013,C0136,P031,2023-05-02 23:45:23,1,320.74,320.74,支付宝,已完成
O00014,C0283,P001,2023-05-02 13:58:46,2,1315.91,2631.82,银行卡,已完成
O00015,C0231,P038,2023-12-31 23:48:12,1,4399.11,4399.11,微信,已完成
O00015,C0231,P030,2023-12-31 23:48:12,2,3258.36,6516.72,花呗,已完成
O00015,C0231,P091,2023-12-31 23:48:12,2,1533.5,3067.0,支付宝,已完成
O00015,C0231,P090,2023-12-31 23:48:12,2,3473.81,6947.62,支付宝,已完成
O00015,C0231,P010,2023-12-31 23:48:12,3,118.9,356.7,微信,已取消
O00016,C0120,P081,2024-09-03 22:10:43,3,3259.23,9777.69,微信,已完成
O00016,C0120,P085,2024-09-03 22:10:43,1,3384.13,3384.13,花呗,已完成
O00016,C0120,P055,2024-09-03 22:10:43,1,1391.75,1391.75,支付宝,已完成
O00017,C0279,P020,2024-05-18 00:47:10,2,1134.33,2268.66,微信,已完成
O00017,C0279,P019,2024-05-18 00:47:10,1,579.34,579.34,花呗,已完成
O00018,C0031,P040,2024-09-07 15:40:02,3,4925.1,14775.3,微信,已完成
O00018,C0031,P096,2024-09-07 15:40:02,3,1308.83,3926.49,银行卡,退款中
O00019,C0472,P016,2023-12-08 02:24:49,2,998.51,1997.02,银行卡,已完成
O00019,C0472,P089,2023-12-08 02:24:49,2,1403.59,2807.18,微信,已完成
O00019,C0472,P090,2023-12-08 02:24:49,2,3473.81,6947.62,支付宝,已完成
O00020,C0483,P070,2024-01-24 17:28:39,2,945.19,1890.38,微信,已完成
O00020,C0483,P057,2024-01-24 17:28:39,1,929.28,929.28,支付宝,已完成
O00020,C0483,P077,2024-01-24 17:28:39,1,3562.95,3562.95,微信,已完成
O00021,C0456,P042,2024-07-24 12:42:17,3,2325.02,6975.06,支付宝,已完成
O00021,C0456,P033,2024-07-24 12:42:17,1,269.26,269.26,银行卡,已完成
O00021,C0456,P012,2024-07-24 12:42:17,1,4684.74,4684.74,支付宝,已完成
O00021,C0456,P087,2024-07-24 12:42:17,3,882.66,2647.98,花呗,已完成
O00022,C0301,P087,2024-08-17 00:10:00,2,882.66,1765.32,微信,已完成
O00023,C0296,P097,2024-08-15 17:22:58,1,3356.95,3356.95,微信,已完成
O00024,C0241,P057,2024-05-21 01:01:01,2,929.28,1858.56,微信,已取消
O00024,C0241,P024,2024-05-21 01:01:01,3,347.67,1043.01,微信,已取消
O00024,C0241,P056,2024-05-21 01:01:01,3,712.15,2136.45,微信,已完成
O00024,C0241,P063,2024-05-21 01:01:01,1,4920.71,4920.71,花呗,已完成
O00024,C0241,P061,2024-05-21 01:01:01,2,4019.98,8039.96,微信,已完成
O00025,C0210,P086,2023-09-07 08:57:34,1,3434.77,3434.77,支付宝,已完成
O00025,C0210,P021,2023-09-07 08:57:34,2,4254.57,8509.14,支付宝,已完成
O00025,C0210,P053,2023-09-07 08:57:34,3,3968.37,11905.11,微信,已完成
O00026,C0254,P052,2024-05-29 15:27:08,3,798.19,2394.57,支付宝,已完成
O00026,C0254,P005,2024-05-29 15:27:08,2,336.18,672.36,支付宝,已完成
O00026,C0254,P012,2024-05-29 15:27:08,2,4684.74,9369.48,微信,已完成
O00027,C0130,P099,2023-04-01 00:56:06,2,2307.19,4614.38,微信,已完成
O00027,C0130,P066,2023-04-01 00:56:06,1,819.54,819.54,微信,已完成
O00027,C0130,P085,2023-04-01 00:56:06,3,3384.13,10152.39,支付宝,已完成
O00028,C0237,P025,2023-02-12 02:26:14,3,2722.26,8166.78,微信,已完成
O00028,C0237,P047,2023-02-12 02:26:14,3,1026.79,3080.37,银行卡,已取消
O00028,C0237,P097,2023-02-12 02:26:14,2,3356.95,6713.9,花呗,已完成
O00028,C0237,P081,2023-02-12 02:26:14,2,3259.23,6518.46,支付宝,已完成
O00029,C0390,P035,2023-06-08 02:36:02,3,831.88,2495.64,支付宝,已完成
O00030,C0068,P090,2023-12-07 07:04:33,2,3473.81,6947.62,微信,已完成
O00030,C0068,P016,2023-12-07 07:04:33,1,998.51,998.51,支付宝,已完成
O00030,C0068,P081,2023-12-07 07:04:33,3,3259.23,9777.69,微信,已完成
O00031,C0410,P021,2024-07-05 07:18:39,2,4254.57,8509.14,银行卡,已完成
O00031,C0410,P071,2024-07-05 07:18:39,1,4097.13,4097.13,支付宝,已完成
O00032,C0283,P029,2023-03-14 09:32:43,1,2316.85,2316.85,微信,已完成
O00032,C0283,P060,2023-03-14 09:32:43,1,426.49,426.49,支付宝,已完成
O00032,C0283,P083,2023-03-14 09:32:43,1,2361.72,2361.72,微信,已完成
O00032,C0283,P064,2023-03-14 09:32:43,3,3177.01,9531.03,微信,已完成
O00033,C0150,P035,2024-07-01 21:49:33,2,831.88,1663.76,支付宝,已完成
O00033,C0150,P062,2024-07-01 21:49:33,2,4835.96,9671.92,花呗,已完成
O00033,C0150,P032,2024-07-01 21:49:33,2,4033.95,8067.9,微信,已完成
O00033,C0150,P071,2024-07-01 21:49:33,1,4097.13,4097.13,微信,已完成
O00033,C0150,P050,2024-07-01 21:49:33,1,3991.59,3991.59,微信,退款中
O00034,C0472,P096,2024-01-30 18:17:48,1,1308.83,1308.83,支付宝,已完成
O00034,C0472,P009,2024-01-30 18:17:48,2,1743.24,3486.48,支付宝,已完成
O00034,C0472,P099,2024-01-30 18:17:48,2,2307.19,4614.38,支付宝,已完成
O00034,C0472,P044,2024-01-30 18:17:48,3,536.31,1608.93,银行卡,已完成
O00034,C0472,P035,2024-01-30 18:17:48,1,831.88,831.88,支付宝,已取消
O00035,C0145,P076,2024-10-12 11:40:57,3,1682.69,5048.07,支付宝,退款中
O00035,C0145,P085,2024-10-12 11:40:57,2,3384.13,6768.26,支付宝,已取消
O00035,C0145,P020,2024-10-12 11:40:57,2,1134.33,2268.66,微信,已完成
O00036,C0276,P043,2023-09-26 01:34:35,3,2698.12,8094.36,花呗,已完成
O00036,C0276,P098,2023-09-26 01:34:35,3,563.84,1691.52,花呗,已完成
O00036,C0276,P049,2023-09-26 01:34:35,2,2892.19,5784.38,支付宝,已完成
O00036,C0276,P042,2023-09-26 01:34:35,1,2325.02,2325.02,微信,已完成
O00037,C0358,P050,2024-03-20 03:04:50,1,3991.59,3991.59,微信,已完成
O00037,C0358,P100,2024-03-20 03:04:50,2,2737.77,5475.54,银行卡,已完成
O00038,C0023,P061,2024-08-01 10:18:36,3,4019.98,12059.94,微信,已完成
O00038,C0023,P049,2024-08-01 10:18:36,2,2892.19,5784.38,支付宝,已完成
O00038,C0023,P085,2024-08-01 10:18:36,3,3384.13,10152.39,支付宝,已完成
O00039,C0078,P017,2023-01-29 18:05:44,3,2325.02,6975.06,支付宝,退款中
O00039,C0078,P076,2023-01-29 18:05:44,2,1682.69,3365.38,微信,已完成
O00039,C0078,P013,2023-01-29 18:05:44,2,2099.78,4199.56,微信,已完成
O00039,C0078,P013,2023-01-29 18:05:44,3,2099.78,6299.34,微信,已完成
O00040,C0467,P093,2023-01-12 22:05:59,1,3269.28,3269.28,微信,已完成
O00040,C0467,P053,2023-01-12 22:05:59,3,3968.37,11905.11,花呗,已取消
O00040,C0467,P020,2023-01-12 22:05:59,1,1134.33,1134.33,微信,已完成
O00040,C0467,P061,2023-01-12 22:05:59,2,4019.98,8039.96,微信,已完成
O00041,C0174,P051,2024-06-22 00:56:58,3,4576.3,13728.9,支付宝,已完成
O00041,C0174,P011,2024-06-22 00:56:58,2,4817.34,9634.68,微信,已完成
O00041,C0174,P087,2024-06-22 00:56:58,3,882.66,2647.98,支付宝,退款中
O00041,C0174,P049,2024-06-22 00:56:58,2,2892.19,5784.38,花呗,已完成
O00041,C0174,P081,2024-06-22 00:56:58,3,3259.23,9777.69,微信,已取消
O00042,C0455,P070,2024-11-08 14:23:53,1,945.19,945.19,支付宝,已完成
O00042,C0455,P080,2024-11-08 14:23:53,1,2257.25,2257.25,支付宝,已完成
O00042,C0455,P031,2024-11-08 14:23:53,3,320.74,962.22,支付宝,已取消
O00042,C0455,P088,2024-11-08 14:23:53,2,1143.63,2287.26,花呗,已完成
O00043,C0117,P013,2023-12-04 01:48:52,3,2099.78,6299.34,微信,退款中
O00044,C0361,P022,2023-12-11 14:46:03,3,2621.72,7865.16,微信,已取消
O00045,C0154,P042,2023-02-05 17:20:01,1,2325.02,2325.02,微信,已完成
O00046,C0151,P056,2023-10-19 03:32:39,1,712.15,712.15,支付宝,已完成
O00046,C0151,P032,2023-10-19 03:32:39,3,4033.95,12101.85,银行卡,已完成
O00046,C0151,P053,2023-10-19 03:32:39,3,3968.37,11905.11,微信,已完成
O00047,C0350,P023,2023-05-13 00:43:29,1,4302.1,4302.1,微信,已取消
O00047,C0350,P079,2023-05-13 00:43:29,2,718.44,1436.88,花呗,已完成
O00048,C0318,P075,2024-01-22 13:11:23,1,2476.12,2476.12,银行卡,已完成
O00048,C0318,P030,2024-01-22 13:11:23,2,3258.36,6516.72,微信,退款中
O00049,C0327,P033,2023-12-23 23:00:54,3,269.26,807.78,支付宝,已完成
O00049,C0327,P002,2023-12-23 23:00:54,2,4532.21,9064.42,银行卡,已完成
O00049,C0327,P037,2023-12-23 23:00:54,3,1032.36,3097.08,银行卡,已取消
O00050,C0280,P057,2023-02-27 08:53:08,2,929.28,1858.56,支付宝,已取消
O00050,C0280,P076,2023-02-27 08:53:08,2,1682.69,3365.38,微信,已完成
O00051,C0328,P033,2024-06-20 04:22:35,2,269.26,538.52,微信,已取消
O00051,C0328,P039,2024-06-20 04:22:35,1,1201.59,1201.59,支付宝,已完成
O00051,C0328,P050,2024-06-20 04:22:35,2,3991.59,7983.18,微信,已完成
O00051,C0328,P014,2024-06-20 04:22:35,1,3656.8,3656.8,微信,已完成
O00052,C0196,P074,2023-10-06 19:29:01,2,2301.73,4603.46,支付宝,已完成
O00052,C0196,P090,2023-10-06 19:29:01,2,3473.81,6947.62,银行卡,已完成
O00052,C0196,P003,2023-10-06 19:29:01,3,1367.03,4101.09,支付宝,退款中
O00052,C0196,P051,2023-10-06 19:29:01,2,4576.3,9152.6,支付宝,退款中
O00052,C0196,P002,2023-10-06 19:29:01,3,4532.21,13596.63,微信,已完成
O00053,C0443,P078,2024-12-08 07:07:49,3,512.18,1536.54,支付宝,已完成
O00054,C0255,P030,2024-08-25 12:51:35,3,3258.36,9775.08,微信,已完成
O00054,C0255,P046,2024-08-25 12:51:35,1,3880.3,3880.3,微信,已完成
O00054,C0255,P082,2024-08-25 12:51:35,1,1768.35,1768.35,银行卡,已完成
O00055,C0318,P097,2024-06-10 10:26:42,3,3356.95,10070.85,微信,已完成
O00055,C0318,P099,2024-06-10 10:26:42,3,2307.19,6921.57,银行卡,已完成
O00055,C0318,P088,2024-06-10 10:26:42,1,1143.63,1143.63,支付宝,已完成
O00056,C0322,P081,2024-12-02 16:39:56,3,3259.23,9777.69,支付宝,已完成
O00057,C0021,P057,2024-09-04 12:45:53,1,929.28,929.28,微信,已完成
O00057,C0021,P075,2024-09-04 12:45:53,2,2476.12,4952.24,支付宝,已完成
O00057,C0021,P094,2024-09-04 12:45:53,1,4357.31,4357.31,银行卡,已取消
O00058,C0047,P096,2023-09-11 18:29:09,2,1308.83,2617.66,支付宝,退款中
O00058,C0047,P023,2023-09-11 18:29:09,1,4302.1,4302.1,微信,已完成
O00058,C0047,P017,2023-09-11 18:29:09,3,2325.02,6975.06,支付宝,已完成
O00059,C0449,P065,2024-02-17 07:48:19,2,4410.82,8821.64,银行卡,已完成
O00059,C0449,P022,2024-02-17 07:48:19,2,2621.72,5243.44,支付宝,已完成
O00059,C0449,P062,2024-02-17 07:48:19,2,4835.96,9671.92,微信,已完成
O00060,C0383,P015,2024-09-16 15:58:52,2,1290.09,2580.18,支付宝,已完成
O00060,C0383,P010,2024-09-16 15:58:52,1,118.9,118.9,银行卡,已取消
O00060,C0383,P097,2024-09-16 15:58:52,1,3356.95,3356.95,微信,已取消
O00061,C0441,P072,2024-10-18 21:49:11,2,3554.11,7108.22,支付宝,已完成
O00061,C0441,P012,2024-10-18 21:49:11,2,4684.74,9369.48,支付宝,已完成
O00061,C0441,P002,2024-10-18 21:49:11,2,4532.21,9064.42,花呗,已完成
O00061,C0441,P069,2024-10-18 21:49:11,1,406.24,406.24,支付宝,已完成
O00062,C0233,P096,2024-06-06 14:25:48,3,1308.83,3926.49,支付宝,已取消
O00062,C0233,P034,2024-06-06 14:25:48,3,1014.81,3044.43,微信,已完成
O00062,C0233,P049,2024-06-06 14:25:48,3,2892.19,8676.57,微信,已完成
O00063,C0482,P087,2023-03-26 03:43:03,1,882.66,882.66,支付宝,已完成
O00063,C0482,P061,2023-03-26 03:43:03,1,4019.98,4019.98,支付宝,已完成
O00063,C0482,P080,2023-03-26 03:43:03,3,2257.25,6771.75,银行卡,已完成
O00064,C0168,P083,2023-06-21 22:35:01,1,2361.72,2361.72,微信,已完成
O00064,C0168,P082,2023-06-21 22:35:01,2,1768.35,3536.7,支付宝,已完成
O00064,C0168,P090,2023-06-21 22:35:01,2,3473.81,6947.62,支付宝,已完成
O00064,C0168,P084,2023-06-21 22:35:01,2,3174.37,6348.74,支付宝,已完成
O00064,C0168,P015,2023-06-21 22:35:01,1,1290.09,1290.09,微信,已完成
O00065,C0024,P064,2023-08-25 09:46:01,1,3177.01,3177.01,微信,已完成
O00066,C0050,P069,2024-11-20 03:42:44,1,406.24,406.24,支付宝,已完成
O00066,C0050,P050,2024-11-20 03:42:44,2,3991.59,7983.18,支付宝,已完成
O00067,C0190,P076,2023-11-22 13:05:20,3,1682.69,5048.07,微信,已完成
O00067,C0190,P094,2023-11-22 13:05:20,1,4357.31,4357.31,银行卡,已完成
O00067,C0190,P054,2023-11-22 13:05:20,3,4287.32,12861.96,支付宝,已完成
O00067,C0190,P013,2023-11-22 13:05:20,2,2099.78,4199.56,支付宝,已完成
O00067,C0190,P079,2023-11-22 13:05:20,2,718.44,1436.88,支付宝,已完成
O00068,C0481,P089,2023-01-26 09:52:32,2,1403.59,2807.18,银行卡,已完成
O00068,C0481,P028,2023-01-26 09:52:32,2,4251.38,8502.76,银行卡,已取消
O00068,C0481,P057,2023-01-26 09:52:32,1,929.28,929.28,微信,已取消
O00069,C0438,P088,2023-03-19 04:06:15,2,1143.63,2287.26,支付宝,退款中
O00069,C0438,P070,2023-03-19 04:06:15,3,945.19,2835.57,支付宝,已完成
O00069,C0438,P046,2023-03-19 04:06:15,1,3880.3,3880.3,微信,已完成
O00070,C0204,P016,2023-05-28 10:17:16,2,998.51,1997.02,微信,已完成
O00070,C0204,P012,2023-05-28 10:17:16,3,4684.74,14054.22,支付宝,已完成
O00070,C0204,P028,2023-05-28 10:17:16,3,4251.38,12754.14,微信,已完成
O00071,C0328,P007,2023-01-17 14:07:54,2,4533.12,9066.24,花呗,已完成
O00071,C0328,P032,2023-01-17 14:07:54,1,4033.95,4033.95,花呗,已完成
O00071,C0328,P073,2023-01-17 14:07:54,1,2361.13,2361.13,支付宝,已完成
O00071,C0328,P009,2023-01-17 14:07:54,3,1743.24,5229.72,银行卡,已完成
O00071,C0328,P027,2023-01-17 14:07:54,3,837.21,2511.63,支付宝,已完成
O00072,C0111,P100,2023-09-13 04:47:38,1,2737.77,2737.77,花呗,已完成
O00072,C0111,P077,2023-09-13 04:47:38,1,3562.95,3562.95,微信,已完成
O00073,C0142,P070,2023-04-11 23:13:44,2,945.19,1890.38,支付宝,已完成
O00073,C0142,P023,2023-04-11 23:13:44,1,4302.1,4302.1,支付宝,已完成
O00074,C0339,P002,2023-04-13 08:59:25,2,4532.21,9064.42,银行卡,已完成
O00075,C0405,P042,2024-04-02 09:00:50,1,2325.02,2325.02,银行卡,已取消
O00075,C0405,P023,2024-04-02 09:00:50,2,4302.1,8604.2,支付宝,已完成
O00076,C0027,P054,2024-07-30 02:37:36,3,4287.32,12861.96,微信,已取消
O00076,C0027,P015,2024-07-30 02:37:36,3,1290.09,3870.27,支付宝,已完成
O00077,C0033,P100,2023-12-15 04:27:20,2,2737.77,5475.54,微信,已完成
O00077,C0033,P066,2023-12-15 04:27:20,3,819.54,2458.62,支付宝,已完成
O00077,C0033,P014,2023-12-15 04:27:20,2,3656.8,7313.6,微信,已完成
O00077,C0033,P065,2023-12-15 04:27:20,1,4410.82,4410.82,微信,已完成
O00078,C0485,P094,2023-02-03 16:22:58,3,4357.31,13071.93,微信,已完成
O00078,C0485,P067,2023-02-03 16:22:58,2,2803.18,5606.36,银行卡,已完成
O00078,C0485,P059,2023-02-03 16:22:58,3,2207.21,6621.63,支付宝,已完成
O00078,C0485,P004,2023-02-03 16:22:58,1,2254.2,2254.2,支付宝,已完成
O00078,C0485,P062,2023-02-03 16:22:58,2,4835.96,9671.92,支付宝,已完成
O00079,C0219,P092,2024-01-16 19:16:25,2,175.61,351.22,支付宝,已完成
O00080,C0038,P078,2023-09-08 04:35:58,1,512.18,512.18,支付宝,已完成
O00081,C0034,P080,2023-08-02 14:40:11,3,2257.25,6771.75,支付宝,已完成
O00081,C0034,P075,2023-08-02 14:40:11,3,2476.12,7428.36,微信,已完成
O00082,C0365,P077,2023-10-23 20:34:21,3,3562.95,10688.85,微信,已完成
O00082,C0365,P038,2023-10-23 20:34:21,2,4399.11,8798.22,支付宝,已完成
O00082,C0365,P065,2023-10-23 20:34:21,3,4410.82,13232.46,花呗,已完成
O00083,C0221,P090,2024-09-08 00:22:57,1,3473.81,3473.81,微信,已完成
O00084,C0437,P028,2024-07-13 21:25:47,2,4251.38,8502.76,银行卡,已完成
O00084,C0437,P058,2024-07-13 21:25:47,1,3274.92,3274.92,微信,退款中
O00084,C0437,P053,2024-07-13 21:25:47,2,3968.37,7936.74,支付宝,已完成
O00084,C0437,P059,2024-07-13 21:25:47,2,2207.21,4414.42,银行卡,已完成
O00084,C0437,P054,2024-07-13 21:25:47,3,4287.32,12861.96,支付宝,已完成
O00085,C0049,P041,2023-11-28 11:27:27,3,145.57,436.71,支付宝,已完成
O00085,C0049,P033,2023-11-28 11:27:27,2,269.26,538.52,银行卡,已完成
O00085,C0049,P020,2023-11-28 11:27:27,3,1134.33,3402.99,支付宝,已完成
O00086,C0473,P012,2023-02-22 03:27:20,1,4684.74,4684.74,支付宝,已完成
O00086,C0473,P012,2023-02-22 03:27:20,2,4684.74,9369.48,微信,退款中
O00086,C0473,P013,2023-02-22 03:27:20,3,2099.78,6299.34,银行卡,已完成
O00086,C0473,P095,2023-02-22 03:27:20,2,3944.35,7888.7,银行卡,已完成
O00087,C0416,P008,2024-03-08 03:30:08,3,2666.78,8000.34,银行卡,已完成
O00087,C0416,P072,2024-03-08 03:30:08,3,3554.11,10662.33,支付宝,已完成
O00088,C0169,P046,2023-11-16 02:01:40,3,3880.3,11640.9,支付宝,已完成
O00089,C0482,P093,2024-11-05 06:24:37,1,3269.28,3269.28,支付宝,已完成
O00089,C0482,P037,2024-11-05 06:24:37,3,1032.36,3097.08,微信,已完成
O00089,C0482,P040,2024-11-05 06:24:37,2,4925.1,9850.2,支付宝,退款中
O00089,C0482,P014,2024-11-05 06:24:37,3,3656.8,10970.4,花呗,已完成
O00090,C0260,P085,2023-05-01 04:22:46,2,3384.13,6768.26,花呗,已完成
O00090,C0260,P029,2023-05-01 04:22:46,1,2316.85,2316.85,花呗,已完成
O00091,C0180,P015,2023-10-13 11:50:04,2,1290.09,2580.18,支付宝,已完成
O00091,C0180,P074,2023-10-13 11:50:04,1,2301.73,2301.73,支付宝,已完成
O00091,C0180,P055,2023-10-13 11:50:04,3,1391.75,4175.25,微信,已完成
O00091,C0180,P099,2023-10-13 11:50:04,3,2307.19,6921.57,微信,已完成
O00091,C0180,P079,2023-10-13 11:50:04,3,718.44,2155.32,银行卡,已完成
O00092,C0330,P078,2023-01-21 09:24:24,3,512.18,1536.54,支付宝,已完成
O00092,C0330,P089,2023-01-21 09:24:24,2,1403.59,2807.18,支付宝,已完成
O00092,C0330,P004,2023-01-21 09:24:24,1,2254.2,2254.2,花呗,已完成
O00092,C0330,P035,2023-01-21 09:24:24,3,831.88,2495.64,微信,已取消
O00092,C0330,P098,2023-01-21 09:24:24,2,563.84,1127.68,微信,已完成
O00093,C0472,P001,2023-09-30 15:33:03,1,1315.91,1315.91,支付宝,已完成
O00093,C0472,P019,2023-09-30 15:33:03,3,579.34,1738.02,微信,已完成
O00093,C0472,P085,2023-09-30 15:33:03,2,3384.13,6768.26,支付宝,退款中
O00094,C0036,P082,2024-07-29 12:39:51,1,1768.35,1768.35,微信,已完成
O00094,C0036,P012,2024-07-29 12:39:51,3,4684.74,14054.22,微信,已完成
O00095,C0272,P054,2023-10-20 04:46:19,2,4287.32,8574.64,支付宝,已完成
O00095,C0272,P044,2023-10-20 04:46:19,1,536.31,536.31,银行卡,已完成
O00096,C0190,P042,2024-07-14 11:31:25,3,2325.02,6975.06,微信,已完成
O00096,C0190,P077,2024-07-14 11:31:25,1,3562.95,3562.95,支付宝,已完成
O00096,C0190,P007,2024-07-14 11:31:25,1,4533.12,4533.12,微信,已完成
O00097,C0081,P087,2023-02-08 15:38:24,1,882.66,882.66,支付宝,已完成
O00097,C0081,P035,2023-02-08 15:38:24,2,831.88,1663.76,花呗,已完成
O00097,C0081,P085,2023-02-08 15:38:24,2,3384.13,6768.26,银行卡,已完成
O00097,C0081,P063,2023-02-08 15:38:24,3,4920.71,14762.13,花呗,已完成
O00097,C0081,P057,2023-02-08 15:38:24,2,929.28,1858.56,花呗,退款中
O00098,C0140,P066,2024-08-09 09:09:36,1,819.54,819.54,微信,退款中
O00098,C0140,P045,2024-08-09 09:09:36,2,4112.29,8224.58,微信,已完成
O00099,C0057,P087,2024-06-10 18:53:52,3,882.66,2647.98,微信,已完成
O00099,C0057,P063,2024-06-10 18:53:52,3,4920.71,14762.13,支付宝,已完成
O00099,C0057,P086,2024-06-10 18:53:52,2,3434.77,6869.54,花呗,已完成
O00100,C0024,P077,2023-11-04 00:14:37,1,3562.95,3562.95,银行卡,已取消
O00100,C0024,P001,2023-11-04 00:14:37,1,1315.91,1315.91,花呗,退款中
O00101,C0155,P018,2024-08-19 00:25:55,2,3046.55,6093.1,微信,退款中
O00101,C0155,P038,2024-08-19 00:25:55,2,4399.11,8798.22,银行卡,已完成
O00102,C0062,P096,2024-01-22 07:56:04,2,1308.83,2617.66,微信,已完成
O00103,C0090,P069,2023-10-23 07:34:49,3,406.24,1218.72,支付宝,已完成
O00103,C0090,P030,2023-10-23 07:34:49,3,3258.36,9775.08,微信,已完成
O00104,C0287,P051,2023-02-25 23:35:04,3,4576.3,13728.9,微信,已完成
O00104,C0287,P006,2023-02-25 23:35:04,2,177.73,355.46,微信,已完成
O00104,C0287,P003,2023-02-25 23:35:04,2,1367.03,2734.06,支付宝,已完成
O00105,C0472,P041,2024-10-31 14:53:43,3,145.57,436.71,花呗,已完成
O00106,C0220,P091,2023-11-11 02:59:20,3,1533.5,4600.5,微信,已完成
O00106,C0220,P054,2023-11-11 02:59:20,2,4287.32,8574.64,支付宝,已完成
O00106,C0220,P015,2023-11-11 02:59:20,2,1290.09,2580.18,微信,已完成
O00106,C0220,P003,2023-11-11 02:59:20,2,1367.03,2734.06,微信,已完成
O00106,C0220,P022,2023-11-11 02:59:20,3,2621.72,7865.16,微信,已完成
O00107,C0236,P056,2023-03-10 10:51:36,1,712.15,712.15,支付宝,已完成
