user_id,behavior_type,category,timestamp
12794.0,pv,服装鞋帽,2025-01-01 03:26:16
10663.0,pv,美妆护肤,2025-01-01 03:30:20
11840.0,pv,美妆护肤,2025-01-01 03:33:15
10504.0,pv,家居用品,2025-01-01 03:41:39
13551.0,cart,美妆护肤,2025-01-01 03:44:02
10877.0,cart,服装鞋帽,2025-01-01 03:46:04
11308.0,pv,美妆护肤,2025-01-01 03:49:51
11316.0,pv,家居用品,2025-01-01 03:50:41
10527.0,pv,美妆护肤,2025-01-01 03:53:15
11268.0,pv,电子产品,2025-01-01 03:53:44
14837.0,pv,电子产品,2025-01-01 03:57:06
11019.0,pv,食品饮料,2025-01-01 03:57:24
12686.0,pv,服装鞋帽,2025-01-01 04:03:40
14505.0,cart,电子产品,2025-01-01 04:05:02
11832.0,fav,家居用品,2025-01-01 04:05:06
12375.0,pv,电子产品,2025-01-01 04:06:45
11759.0,fav,服装鞋帽,2025-01-01 04:08:26
14656.0,cart,运动户外,2025-01-01 04:09:19
10868.0,pv,运动户外,2025-01-01 04:09:52
14601.0,pv,服装鞋帽,2025-01-01 04:10:35
11064.0,cart,美妆护肤,2025-01-01 04:12:50
11329.0,pv,电子产品,2025-01-01 04:15:46
14362.0,pv,食品饮料,2025-01-01 04:16:44
10470.0,pv,运动户外,2025-01-01 04:18:43
11626.0,pv,电子产品,2025-01-01 04:22:14
12559.0,pv,运动户外,2025-01-01 04:25:23
10424.0,pv,运动户外,2025-01-01 04:30:15
13324.0,pv,家居用品,2025-01-01 04:31:07
14559.0,buy,食品饮料,2025-01-01 04:36:02
10525.0,cart,电子产品,2025-01-01 04:36:48
14640.0,pv,运动户外,2025-01-01 04:41:06
13146.0,pv,运动户外,2025-01-01 04:48:12
10522.0,fav,美妆护肤,2025-01-01 04:48:40
13708.0,pv,运动户外,2025-01-01 04:49:16
14680.0,pv,美妆护肤,2025-01-01 04:50:57
13118.0,buy,家居用品,2025-01-01 04:52:19
14238.0,pv,电子产品,
10045.0,pv,食品饮料,2025-01-01 04:54:40
11726.0,pv,服装鞋帽,2025-01-01 04:55:13
11970.0,pv,食品饮料,2025-01-01 04:55:51
11757.0,pv,,2025-01-01 04:59:32
11130.0,fav,美妆护肤,2025-01-01 05:08:47
14293.0,pv,运动户外,2025-01-01 05:10:33
,pv,食品饮料,2025-01-01 05:23:33
13954.0,pv,美妆护肤,2025-01-01 05:28:20
12532.0,pv,美妆护肤,2025-01-01 05:29:18
11909.0,pv,美妆护肤,2025-01-01 05:33:42
11836.0,pv,美妆护肤,2025-01-01 05:34:19
10269.0,pv,运动户外,2025-01-01 05:36:02
11289.0,pv,美妆护肤,2025-01-01 05:37:04
11989.0,pv,美妆护肤,2025-01-01 05:37:19
10111.0,cart,家居用品,2025-01-01 05:41:28
11542.0,pv,电子产品,2025-01-01 05:47:22
12678.0,pv,食品饮料,
999999999.0,cart,运动户外,2025-01-01 05:52:32
10440.0,pv,运动户外,2025-01-01 05:59:09
14602.0,pv,服装鞋帽,2025-01-01 06:05:30
14010.0,buy,运动户外,2025-01-01 06:06:21
11555.0,pv,家居用品,2025-01-01 06:07:06
10872.0,pv,电子产品,2025-01-01 06:08:29
10690.0,pv,服装鞋帽,2025-01-01 06:10:22
10129.0,pv,食品饮料,2025-01-01 06:11:27
13438.0,pv,食品饮料,2025-01-01 06:18:08
14115.0,cart,食品饮料,2025-01-01 06:21:57
11904.0,pv,运动户外,2025-01-01 06:23:44
11279.0,pv,电子产品,2025-01-01 06:24:42
13261.0,pv,电子产品,2025-01-01 06:33:40
13187.0,pv,运动户外,2025-01-01 06:36:33
12861.0,pv,美妆护肤,2025-01-01 06:38:26
12437.0,,服装鞋帽,2025-01-01 06:40:54
14526.0,pv,美妆护肤,2025-01-01 06:41:03
11083.0,pv,美妆护肤,2025-01-01 06:45:23
14563.0,pv,电子产品,2025-01-01 06:46:04
12013.0,pv,电子产品,2025-01-01 06:50:59
14435.0,pv,服装鞋帽,2025-01-01 06:51:40
14354.0,cart,运动户外,2025-01-01 06:54:06
14238.0,pv,美妆护肤,2025-01-01 06:58:02
10518.0,pv,家居用品,2025-01-01 06:59:38
10451.0,pv,服装鞋帽,2025-01-01 06:59:50
11579.0,,美妆护肤,2025-01-01 07:01:45
10671.0,fav,食品饮料,2025-01-01 07:07:50
10478.0,cart,电子产品,2025-01-01 07:12:07
14360.0,pv,食品饮料,2025-01-01 07:12:28
14605.0,buy,家居用品,2025-01-01 07:13:26
14604.0,cart,运动户外,2025-01-01 07:14:30
14445.0,pv,,2025-01-01 07:20:38
11465.0,pv,家居用品,2025-01-01 07:21:41
13662.0,fav,电子产品,2025-01-01 07:26:24
14976.0,cart,美妆护肤,2025-01-01 07:41:06
12031.0,pv,食品饮料,2025-01-01 07:43:00
13401.0,fav,运动户外,2025-01-01 07:44:40
13723.0,buy,食品饮料,2025-01-01 07:45:25
13514.0,pv,运动户外,
10215.0,cart,美妆护肤,2025-01-01 07:55:51
13417.0,pv,电子产品,2025-01-01 07:56:55
10506.0,pv,家居用品,2025-01-01 07:57:32
14270.0,pv,家居用品,2025-01-01 07:58:23
11319.0,pv,电子产品,2025-01-01 07:58:41
13065.0,pv,家居用品,2025-01-01 08:01:43
12251.0,pv,食品饮料,2025-01-01 08:02:06
10503.0,pv,服装鞋帽,2025-01-01 08:08:13
11652.0,pv,服装鞋帽,2025-01-01 08:08:18
12017.0,pv,美妆护肤,2025-01-01 08:08:48
10449.0,pv,食品饮料,2025-01-01 08:11:17
13134.0,buy,运动户外,2025-01-01 08:17:13
14687.0,cart,服装鞋帽,2025-01-01 08:17:32
13084.0,pv,家居用品,2025-01-01 08:17:36
11122.0,pv,,2025-01-01 08:18:23
11351.0,pv,家居用品,2025-01-01 08:19:46
11836.0,pv,家居用品,2025-01-01 08:20:15
14905.0,pv,家居用品,2025-01-01 08:23:13
14927.0,pv,家居用品,2025-01-01 08:24:19
10536.0,pv,食品饮料,2025-01-01 08:25:06
10949.0,pv,食品饮料,2025-01-01 08:26:18
12613.0,fav,电子产品,2025-01-01 08:27:07
12230.0,fav,家居用品,2025-01-01 08:30:30
12366.0,pv,食品饮料,2025-01-01 08:36:29
11178.0,pv,服装鞋帽,2025-01-01 08:41:29
14581.0,pv,食品饮料,2025-01-01 08:46:34
11365.0,pv,家居用品,2025-01-01 08:53:32
12486.0,pv,家居用品,2025-01-01 08:54:21
13614.0,fav,美妆护肤,2025-01-01 09:06:27
11600.0,pv,美妆护肤,2025-01-01 09:10:03
13967.0,,服装鞋帽,2025-01-01 09:22:06
14306.0,pv,服装鞋帽,2025-01-01 09:22:11
12285.0,fav,食品饮料,2025-01-01 09:23:37
10744.0,pv,美妆护肤,2025-01-01 09:24:23
11658.0,pv,家居用品,2025-01-01 09:24:58
12528.0,pv,食品饮料,2025-01-01 09:31:50
999999999.0,pv,美妆护肤,2025-01-01 09:32:33
10584.0,pv,家居用品,2025-01-01 09:43:54
14833.0,pv,家居用品,2025-01-01 09:43:56
10149.0,pv,运动户外,2025-01-01 09:47:30
13823.0,pv,家居用品,2025-01-01 09:53:18
14410.0,pv,,2025-01-01 09:53:32
13011.0,fav,电子产品,2025-01-01 09:55:28
14427.0,pv,电子产品,2025-01-01 09:57:10
10440.0,pv,运动户外,2025-01-01 10:01:35
14062.0,pv,美妆护肤,2025-01-01 10:03:10
12722.0,pv,运动户外,2025-01-01 10:03:19
12372.0,pv,食品饮料,2025-01-01 10:15:37
14328.0,cart,服装鞋帽,2025-01-01 10:16:25
12734.0,pv,美妆护肤,2025-01-01 10:19:28
13283.0,pv,家居用品,2025-01-01 10:21:13
14757.0,cart,电子产品,2025-01-01 10:22:02
14833.0,pv,服装鞋帽,2025-01-01 10:22:15
12124.0,pv,食品饮料,2025-01-01 10:22:46
10127.0,pv,家居用品,2025-01-01 10:23:02
11361.0,pv,服装鞋帽,2025-01-01 10:23:11
13584.0,pv,电子产品,2025-01-01 10:26:56
10698.0,pv,家居用品,2025-01-01 10:28:04
12991.0,cart,食品饮料,2025-01-01 10:28:23
11878.0,pv,服装鞋帽,2025-01-01 10:32:23
14829.0,pv,电子产品,2025-01-01 10:38:38
14262.0,pv,运动户外,2025-01-01 10:39:42
10710.0,fav,运动户外,2025-01-01 10:43:14
10179.0,buy,电子产品,2025-01-01 10:47:48
13103.0,pv,美妆护肤,2025-01-01 10:48:29
12026.0,pv,家居用品,2025-01-01 10:55:04
13790.0,pv,食品饮料,2025-01-01 10:59:02
12945.0,pv,美妆护肤,2025-01-01 10:59:46
11663.0,buy,电子产品,2025-01-01 11:05:47
14801.0,pv,食品饮料,2025-01-01 11:06:24
14213.0,cart,,2025-01-01 11:09:32
14051.0,pv,运动户外,2025-01-01 11:13:35
13449.0,pv,服装鞋帽,2025-01-01 11:14:05
14576.0,cart,电子产品,2025-01-01 11:18:03
10987.0,pv,电子产品,2025-01-01 11:19:12
10444.0,pv,美妆护肤,2025-01-01 11:25:54
13811.0,pv,家居用品,2025-01-01 11:35:34
12867.0,pv,电子产品,2025-01-01 11:41:02
12025.0,pv,,2025-01-01 11:43:55
13022.0,cart,食品饮料,2025-01-01 11:48:04
11070.0,pv,电子产品,2025-01-01 11:55:13
13989.0,pv,电子产品,2025-01-01 11:56:05
11242.0,pv,家居用品,2025-01-01 11:57:52
13858.0,pv,服装鞋帽,2025-01-01 11:59:45
14196.0,pv,电子产品,2025-01-01 12:01:29
14906.0,pv,家居用品,2025-01-01 12:02:08
10583.0,pv,食品饮料,2025-01-01 12:02:59
10644.0,cart,美妆护肤,2025-01-01 12:03:26
14517.0,pv,电子产品,2025-01-01 12:06:17
14576.0,fav,运动户外,2025-01-01 12:09:22
10240.0,pv,运动户外,2025-01-01 12:09:37
11535.0,pv,运动户外,2025-01-01 12:10:19
11604.0,pv,美妆护肤,2025-01-01 12:13:54
10332.0,fav,食品饮料,2025-01-01 12:15:14
10386.0,pv,美妆护肤,2025-01-01 12:16:07
13789.0,pv,服装鞋帽,
12707.0,cart,家居用品,2025-01-01 12:20:19
14452.0,cart,食品饮料,2025-01-01 12:20:52
12148.0,pv,服装鞋帽,2025-01-01 12:21:02
10034.0,fav,运动户外,2025-01-01 12:27:18
13609.0,pv,电子产品,2025-01-01 12:28:20
12033.0,pv,服装鞋帽,2025-01-01 12:31:22
12598.0,pv,美妆护肤,2025-01-01 12:33:36
10307.0,pv,食品饮料,2025-01-01 12:35:28
12163.0,buy,运动户外,2025-01-01 12:38:36
12109.0,fav,运动户外,2025-01-01 12:39:28
14598.0,pv,电子产品,2025-01-01 12:39:33
12170.0,pv,运动户外,2025-01-01 12:39:53
13305.0,pv,电子产品,2025-01-01 12:40:31
11244.0,pv,运动户外,2025-01-01 13:01:20
13225.0,cart,美妆护肤,2025-01-01 13:02:04
14330.0,cart,家居用品,2025-01-01 13:02:10
12536.0,cart,家居用品,2025-01-01 13:03:39
10552.0,fav,电子产品,2025-01-01 13:04:23
14284.0,pv,电子产品,2025-01-01 13:07:43
12016.0,pv,服装鞋帽,2025-01-01 13:10:32
14661.0,pv,食品饮料,2025-01-01 13:10:39
14766.0,pv,食品饮料,2025-01-01 13:13:14
13716.0,pv,服装鞋帽,2025-01-01 13:14:42
13869.0,cart,电子产品,2025-01-01 13:15:52
10109.0,buy,食品饮料,2025-01-01 13:26:28
14284.0,pv,,2025-01-01 13:27:17
12135.0,pv,服装鞋帽,2025-01-01 13:30:16
12459.0,pv,电子产品,2025-01-01 13:30:38
11935.0,buy,运动户外,2025-01-01 13:30:51
14866.0,pv,美妆护肤,2025-01-01 13:31:15
10916.0,pv,电子产品,2025-01-01 13:36:37
11354.0,pv,运动户外,2025-01-01 13:36:39
10637.0,cart,家居用品,2025-01-01 13:39:37
,pv,运动户外,2025-01-01 13:42:18
11742.0,pv,家居用品,2025-01-01 13:43:56
11887.0,pv,服装鞋帽,2025-01-01 13:46:58
13004.0,pv,美妆护肤,2025-01-01 13:52:14
11679.0,pv,家居用品,2025-01-01 13:59:17
13746.0,pv,,2025-01-01 14:01:30
10474.0,cart,家居用品,2025-01-01 14:02:47
14169.0,pv,食品饮料,2025-01-01 14:06:28
14010.0,pv,服装鞋帽,2025-01-01 14:07:20
13906.0,fav,电子产品,2025-01-01 14:09:29
12576.0,fav,食品饮料,2025-01-01 14:20:40
13539.0,pv,美妆护肤,2025-01-01 14:25:53
12984.0,cart,电子产品,2025-01-01 14:27:08
13736.0,pv,运动户外,2025-01-01 14:30:22
999999999.0,cart,食品饮料,2025-01-01 14:30:55
10882.0,pv,电子产品,2025-01-01 14:31:26
14542.0,cart,美妆护肤,2025-01-01 14:34:11
12535.0,pv,运动户外,2025-01-01 14:40:44
12074.0,cart,电子产品,2025-01-01 14:43:31
10433.0,pv,家居用品,2025-01-01 14:45:59
13879.0,pv,食品饮料,2025-01-01 14:48:47
14118.0,pv,家居用品,2025-01-01 14:48:52
11052.0,pv,服装鞋帽,2025-01-01 14:54:16
10083.0,pv,运动户外,2025-01-01 15:01:47
14831.0,pv,服装鞋帽,2025-01-01 15:04:07
13005.0,pv,运动户外,2025-01-01 15:07:21
10236.0,pv,家居用品,2025-01-01 15:07:58
13546.0,cart,电子产品,2025-01-01 15:09:28
12401.0,pv,家居用品,2025-01-01 15:12:42
14405.0,pv,食品饮料,2025-01-01 15:13:02
12893.0,pv,食品饮料,2025-01-01 15:15:52
10854.0,pv,家居用品,2025-01-01 15:23:30
12505.0,,食品饮料,2025-01-01 15:27:11
11085.0,pv,运动户外,2025-01-01 15:31:11
13678.0,cart,运动户外,2025-01-01 15:41:39
14863.0,cart,运动户外,2025-01-01 15:43:56
13717.0,pv,电子产品,2025-01-01 15:49:20
14546.0,pv,服装鞋帽,2025-01-01 15:50:21
13060.0,buy,食品饮料,2025-01-01 15:53:15
13281.0,cart,电子产品,2025-01-01 15:58:44
12469.0,pv,服装鞋帽,2025-01-01 16:08:29
11582.0,pv,家居用品,2025-01-01 16:09:01
12186.0,pv,,2025-01-01 16:10:23
12826.0,pv,美妆护肤,2025-01-01 16:22:57
12063.0,cart,运动户外,2025-01-01 16:25:55
11772.0,pv,美妆护肤,2025-01-01 16:27:52
12348.0,pv,美妆护肤,2025-01-01 16:35:17
999999999.0,cart,运动户外,
10934.0,pv,美妆护肤,2025-01-01 16:38:41
13706.0,pv,电子产品,2025-01-01 16:40:11
11068.0,fav,食品饮料,2025-01-01 16:42:13
10907.0,pv,食品饮料,2025-01-01 16:44:21
11752.0,pv,美妆护肤,2025-01-01 16:49:00
10816.0,cart,服装鞋帽,2025-01-01 16:52:08
14276.0,pv,电子产品,2025-01-01 16:58:04
12331.0,pv,食品饮料,2025-01-01 17:01:22
14337.0,pv,服装鞋帽,2025-01-01 17:04:36
11756.0,fav,电子产品,2025-01-01 17:06:04
11858.0,buy,运动户外,2025-01-01 17:07:50
11250.0,cart,美妆护肤,2025-01-01 17:16:46
11180.0,pv,服装鞋帽,2025-01-01 17:21:18
11228.0,cart,运动户外,2025-01-01 17:21:26
12489.0,cart,服装鞋帽,2025-01-01 17:24:18
11470.0,pv,电子产品,2025-01-01 17:27:13
14229.0,pv,运动户外,2025-01-01 17:27:27
10129.0,pv,电子产品,2025-01-01 17:30:52
14223.0,pv,电子产品,2025-01-01 17:33:14
12900.0,pv,美妆护肤,2025-01-01 17:35:14
10665.0,pv,美妆护肤,2025-01-01 17:38:44
14096.0,cart,食品饮料,2025-01-01 17:44:17
14317.0,pv,食品饮料,2025-01-01 17:45:30
12578.0,pv,食品饮料,2025-01-01 17:47:39
10220.0,pv,家居用品,2025-01-01 17:50:08
14026.0,pv,运动户外,2025-01-01 17:50:48
13457.0,pv,美妆护肤,2025-01-01 17:51:09
13345.0,pv,美妆护肤,2025-01-01 17:55:43
13546.0,cart,食品饮料,2025-01-01 18:01:18
12158.0,pv,运动户外,2025-01-01 18:05:33
12679.0,pv,食品饮料,2025-01-01 18:05:52
10741.0,pv,美妆护肤,2025-01-01 18:07:26
13574.0,fav,美妆护肤,2025-01-01 18:11:26
10912.0,pv,食品饮料,2025-01-01 18:11:53
14935.0,pv,美妆护肤,2025-01-01 18:12:35
14442.0,pv,电子产品,2025-01-01 18:13:24
13529.0,fav,运动户外,2025-01-01 18:16:47
14911.0,pv,运动户外,2025-01-01 18:16:49
14849.0,pv,电子产品,2025-01-01 18:18:23
13589.0,pv,服装鞋帽,2025-01-01 18:18:57
10098.0,pv,家居用品,2025-01-01 18:25:41
12538.0,cart,运动户外,2025-01-01 18:29:19
14571.0,buy,美妆护肤,2025-01-01 18:29:33
12463.0,pv,运动户外,2025-01-01 18:30:07
10432.0,pv,服装鞋帽,2025-01-01 18:31:48
13390.0,pv,食品饮料,2025-01-01 18:35:58
12821.0,pv,家居用品,2025-01-01 18:36:37
10204.0,pv,运动户外,2025-01-01 18:38:15
11086.0,pv,家居用品,2025-01-01 18:40:00
10862.0,buy,家居用品,2025-01-01 18:46:32
11618.0,pv,美妆护肤,2025-01-01 18:47:42
12793.0,fav,服装鞋帽,2025-01-01 18:48:54
11179.0,pv,家居用品,2025-01-01 18:53:22
14393.0,buy,服装鞋帽,2025-01-01 18:55:33
11180.0,pv,运动户外,2025-01-01 18:58:39
10788.0,pv,家居用品,2025-01-01 19:09:44
14545.0,pv,家居用品,2025-01-01 19:10:05
13130.0,pv,运动户外,2025-01-01 19:17:03
11853.0,cart,家居用品,2025-01-01 19:20:36
10965.0,fav,服装鞋帽,2025-01-01 19:21:31
12428.0,pv,电子产品,2025-01-01 19:24:01
12172.0,cart,家居用品,2025-01-01 19:25:23
12019.0,pv,运动户外,2025-01-01 19:26:26
10442.0,pv,运动户外,2025-01-01 19:27:32
12286.0,fav,服装鞋帽,2025-01-01 19:27:42
11359.0,pv,食品饮料,2025-01-01 19:30:48
12098.0,pv,家居用品,2025-01-01 19:33:15
11918.0,pv,家居用品,2025-01-01 19:33:29
11046.0,pv,服装鞋帽,2025-01-01 19:33:34
14661.0,pv,运动户外,2025-01-01 19:42:06
11939.0,pv,服装鞋帽,2025-01-01 19:43:27
10488.0,pv,家居用品,2025-01-01 19:45:05
11269.0,fav,运动户外,2025-01-01 19:46:09
10166.0,cart,服装鞋帽,2025-01-01 19:46:11
10055.0,pv,食品饮料,2025-01-01 19:46:24
13547.0,cart,电子产品,2025-01-01 19:46:50
12039.0,cart,服装鞋帽,2025-01-01 19:47:37
14798.0,pv,运动户外,2025-01-01 19:51:15
10256.0,pv,服装鞋帽,2025-01-01 19:51:35
12979.0,pv,家居用品,2025-01-01 19:52:06
14429.0,fav,食品饮料,2025-01-01 19:52:15
14874.0,pv,家居用品,2025-01-01 19:52:41
12134.0,pv,食品饮料,2025-01-01 19:55:02
10032.0,pv,电子产品,2025-01-01 19:58:24
13504.0,,美妆护肤,2025-01-01 20:01:00
11721.0,pv,电子产品,2025-01-01 20:06:07
14981.0,cart,美妆护肤,2025-01-01 20:07:17
14452.0,fav,服装鞋帽,2025-01-01 20:08:04
13252.0,cart,食品饮料,2025-01-01 20:10:20
11173.0,pv,服装鞋帽,2025-01-01 20:10:30
10647.0,pv,服装鞋帽,2025-01-01 20:10:39
13653.0,pv,美妆护肤,2025-01-01 20:16:07
13641.0,pv,电子产品,2025-01-01 20:20:44
11330.0,pv,服装鞋帽,2025-01-01 20:22:52
14880.0,cart,家居用品,2025-01-01 20:23:09
13180.0,buy,美妆护肤,2025-01-01 20:24:11
12530.0,fav,家居用品,2025-01-01 20:28:34
10622.0,pv,运动户外,2025-01-01 20:30:20
11774.0,pv,电子产品,2025-01-01 20:33:36
14573.0,pv,家居用品,2025-01-01 20:43:26
12122.0,fav,美妆护肤,2025-01-01 20:45:51
12591.0,fav,美妆护肤,2025-01-01 20:47:11
12757.0,,电子产品,2025-01-01 20:51:41
10574.0,cart,美妆护肤,2025-01-01 20:54:56
10636.0,buy,家居用品,2025-01-01 20:56:29
12015.0,pv,家居用品,2025-01-01 20:57:41
13805.0,pv,电子产品,2025-01-01 20:58:32
14152.0,fav,食品饮料,2025-01-01 20:59:24
13871.0,pv,食品饮料,2025-01-01 21:02:17
12426.0,buy,食品饮料,2025-01-01 21:02:35
10011.0,fav,电子产品,2025-01-01 21:05:14
10877.0,fav,食品饮料,2025-01-01 21:07:16
11673.0,pv,运动户外,2025-01-01 21:09:46
13377.0,cart,家居用品,2025-01-01 21:11:01
10634.0,pv,食品饮料,2025-01-01 21:11:12
11217.0,cart,美妆护肤,2025-01-01 21:16:21
10265.0,pv,家居用品,2025-01-01 21:19:28
13032.0,cart,食品饮料,2025-01-01 21:19:49
12784.0,pv,食品饮料,2025-01-01 21:19:50
11897.0,pv,家居用品,2025-01-01 21:20:39
11753.0,pv,美妆护肤,
10288.0,pv,电子产品,2025-01-01 21:25:47
13476.0,pv,家居用品,2025-01-01 21:27:00
13892.0,pv,服装鞋帽,2025-01-01 21:33:07
10918.0,cart,美妆护肤,2025-01-01 21:33:36
12411.0,fav,食品饮料,2025-01-01 21:41:13
13382.0,buy,美妆护肤,2025-01-01 21:44:49
14682.0,pv,食品饮料,2025-01-01 21:48:45
14147.0,pv,食品饮料,2025-01-01 21:54:51
13823.0,pv,美妆护肤,2025-01-01 21:58:12
14653.0,pv,美妆护肤,2025-01-01 22:00:37
11485.0,pv,服装鞋帽,2025-01-01 22:01:37
11402.0,pv,服装鞋帽,2025-01-01 22:04:20
14177.0,pv,食品饮料,2025-01-01 22:11:16
12090.0,pv,家居用品,2025-01-01 22:12:22
11287.0,pv,食品饮料,2025-01-01 22:15:51
12901.0,pv,美妆护肤,2025-01-01 22:16:46
12871.0,fav,食品饮料,2025-01-01 22:21:37
11675.0,fav,美妆护肤,2025-01-01 22:23:18
11430.0,buy,食品饮料,2025-01-01 22:25:43
10905.0,pv,家居用品,2025-01-01 22:29:17
14131.0,pv,家居用品,2025-01-01 22:31:02
10821.0,cart,家居用品,2025-01-01 22:32:35
13190.0,pv,运动户外,2025-01-01 22:39:14
14670.0,pv,美妆护肤,2025-01-01 22:41:49
13280.0,pv,服装鞋帽,2025-01-01 22:44:10
14862.0,pv,食品饮料,2025-01-01 22:44:54
14854.0,pv,家居用品,2025-01-01 22:45:09
10948.0,pv,美妆护肤,2025-01-01 22:45:30
13366.0,pv,运动户外,2025-01-01 22:50:15
12701.0,fav,美妆护肤,2025-01-01 22:55:32
14929.0,pv,美妆护肤,2025-01-01 22:59:15
13223.0,pv,电子产品,2025-01-01 23:00:04
10649.0,pv,美妆护肤,2025-01-01 23:00:15
10922.0,pv,服装鞋帽,2025-01-01 23:00:19
11244.0,pv,电子产品,2025-01-01 23:03:35
14715.0,pv,家居用品,2025-01-01 23:04:51
10178.0,pv,家居用品,2025-01-01 23:05:19
11428.0,pv,服装鞋帽,2025-01-01 23:06:52
11090.0,fav,电子产品,2025-01-01 23:07:38
11257.0,pv,电子产品,2025-01-01 23:11:51
14439.0,pv,运动户外,2025-01-01 23:12:58
12416.0,pv,美妆护肤,2025-01-01 23:15:51
13884.0,buy,运动户外,2025-01-01 23:16:47
10441.0,pv,运动户外,2025-01-01 23:18:48
10264.0,cart,电子产品,2025-01-01 23:22:21
14526.0,buy,电子产品,2025-01-01 23:22:39
11731.0,fav,食品饮料,2025-01-01 23:24:28
11014.0,cart,家居用品,2025-01-01 23:25:19
14592.0,pv,运动户外,2025-01-01 23:34:23
10084.0,pv,美妆护肤,2025-01-01 23:35:41
13174.0,pv,电子产品,2025-01-01 23:48:11
12799.0,pv,运动户外,2025-01-02 00:01:06
11757.0,pv,运动户外,2025-01-02 00:02:00
12872.0,pv,美妆护肤,2025-01-02 00:02:36
10040.0,pv,食品饮料,2025-01-02 00:09:27
12343.0,fav,美妆护肤,2025-01-02 00:12:25
14272.0,pv,服装鞋帽,2025-01-02 00:16:32
11565.0,pv,电子产品,2025-01-02 00:18:06
14085.0,pv,服装鞋帽,2025-01-02 00:19:07
