user_id,behavior_type,timestamp,category
user_00190,pv,2023-01-01 11:20:19,Food
user_00421,pv,2023-01-01 11:45:24,Books
user_00339,pv,2023-01-01 12:08:51,Books
user_00602,pv,2023-01-01 12:27:57,Automotive
user_00013,pv,2023-01-01 12:28:49,Jewelry
user_00946,cart,2023-01-01 13:07:15,Books
user_00304,pv,2023-01-01 13:36:19,Automotive
user_00240,,2023-01-01 13:40:51,Automotive
user_00468,cart,2023-01-01 13:46:59,Books
user_00485,pv,2023-01-01 14:24:12,Toys
user_00958,pv,2023-01-01 14:30:44,Electronics
user_00868,pv,2023-01-01 14:33:17,Sports
user_00958,pv,2023-01-01 14:38:38,
user_00138,fav,2023-01-01 14:55:22,Books
user_00182,pv,2023-01-01 15:09:22,Toys
user_00607,pv,2023-01-01 15:15:32,Books
user_00264,buy,2023-01-01 15:22:54,Clothing
user_00049,pv,2023-01-01 15:29:48,Books
user_00691,pv,2023-01-01 15:35:02,Sports
user_00794,pv,2023-01-01 15:42:40,Books
user_00813,fav,2023-01-01 15:48:41,Clothing
user_00193,pv,2023-01-01 16:25:06,Automotive
user_00385,pv,2023-01-01 16:33:01,Books
user_00834,pv,2023-01-01 16:44:53,Automotive
user_00141,pv,2023-01-01 16:55:02,Food
user_00954,fav,2023-01-01 17:06:03,Home
user_00647,cart,2023-01-01 17:36:51,Books
user_00258,fav,2023-01-01 17:46:43,Beauty
user_00704,fav,2023-01-01 17:49:48,Clothing
user_00641,pv,2023-01-01 17:52:02,Jewelry
user_00432,fav,2023-01-01 18:05:48,Jewelry
user_00458,pv,2023-01-01 18:17:47,Automotive
user_00035,pv,2023-01-01 18:22:07,Automotive
user_00618,pv,2023-01-01 18:23:26,Jewelry
user_00270,fav,2023-01-01 18:24:38,Clothing
user_00963,buy,2023-01-01 18:30:05,Home
user_00872,pv,2023-01-01 18:37:16,Food
user_00798,pv,2023-01-01 18:37:58,Sports
user_00153,pv,2023-01-01 18:39:34,Automotive
user_00318,pv,2023-01-01 18:55:46,Food
user_00681,pv,2023-01-01 19:00:54,
user_00459,fav,2023-01-01 19:03:12,
user_00830,fav,2023-01-01 19:07:10,Food
user_00820,pv,2023-01-01 19:07:38,Home
user_00268,,2023-01-01 19:15:52,Jewelry
user_00672,cart,2023-01-01 19:19:56,Beauty
user_00925,cart,2023-01-01 19:25:50,Automotive
user_00084,pv,2023-01-01 19:34:01,Beauty
user_00353,,2023-01-01 19:36:09,Food
user_00476,pv,2023-01-01 19:43:53,Jewelry
user_00329,pv,2023-01-01 20:00:23,Automotive
user_00543,pv,2023-01-01 20:15:12,Food
user_00397,pv,2023-01-01 20:23:24,Sports
user_00989,buy,2023-01-01 20:27:44,Home
user_00443,cart,2023-01-01 20:33:32,
user_00493,pv,2023-01-01 20:51:22,Electronics
user_00806,buy,2023-01-01 21:13:05,Clothing
user_00732,fav,2023-01-01 21:21:04,Clothing
user_00184,pv,2023-01-01 21:38:29,Food
user_00813,fav,2023-01-01 21:44:04,Automotive
user_00927,pv,2023-01-01 21:56:16,Clothing
user_00695,pv,2023-01-01 22:13:28,Toys
user_00502,cart,2023-01-01 22:23:04,Home
user_00825,fav,2023-01-01 22:36:21,Sports
user_00042,pv,2023-01-01 22:49:53,Toys
user_00371,fav,2023-01-01 22:50:22,Clothing
user_00435,pv,2023-01-01 22:59:42,Beauty
user_00374,pv,2023-01-01 23:13:47,Jewelry
user_00310,cart,2023-01-01 23:14:25,Electronics
user_00247,,2023-01-01 23:16:38,Food
user_00515,pv,2023-01-01 23:27:05,Clothing
user_00100,cart,2023-01-01 23:36:59,Electronics
user_00719,fav,2023-01-01 23:38:16,Toys
user_00546,pv,2023-01-01 23:40:20,Clothing
user_00246,pv,2023-01-01 23:56:40,Sports
user_00685,pv,2023-01-02 00:10:26,Automotive
user_00016,buy,2023-01-02 00:24:17,Clothing
user_00907,fav,2023-01-02 00:27:51,Toys
user_00118,pv,2023-01-02 00:49:39,Clothing
user_00457,pv,2023-01-02 00:50:33,Beauty
user_00640,pv,2023-01-02 01:20:28,Toys
user_00705,fav,2023-01-02 01:36:12,Jewelry
user_00730,fav,2023-01-02 01:51:46,Books
user_00950,pv,2023-01-02 02:05:28,Food
user_00820,pv,2023-01-02 02:06:59,Jewelry
user_00909,buy,2023-01-02 02:13:10,Sports
user_00694,pv,2023-01-02 02:25:22,Beauty
user_00212,pv,2023-01-02 02:59:43,Electronics
user_00749,fav,2023-01-02 03:17:14,Home
user_00814,fav,2023-01-02 03:23:28,Food
user_00531,buy,2023-01-02 03:27:21,Food
user_00594,buy,2023-01-02 03:28:57,Home
user_00987,cart,2023-01-02 03:35:15,Sports
user_00968,fav,2023-01-02 03:36:24,Home
user_00774,pv,2023-01-02 03:50:34,Home
user_00883,pv,2023-01-02 03:57:15,Home
,pv,2023-01-02 04:01:31,Electronics
user_00714,cart,2023-01-02 04:03:31,Home
user_00180,pv,2023-01-02 04:12:41,Clothing
user_00786,fav,2023-01-02 04:18:52,Electronics
user_00772,cart,2023-01-02 04:37:11,Electronics
user_00641,pv,2023-01-02 04:40:30,Clothing
user_00330,cart,2023-01-02 05:03:11,Home
user_00995,pv,2023-01-02 05:03:29,Jewelry
user_00370,pv,2023-01-02 05:07:08,Sports
user_00507,pv,2023-01-02 05:22:41,Automotive
user_00069,cart,2023-01-02 05:24:42,Automotive
user_00040,fav,2023-01-02 05:36:28,Books
user_00971,pv,2023-01-02 06:08:47,Electronics
user_00925,invalid,2023-01-02 06:12:09,Home
user_00090,cart,2023-01-02 06:28:33,Automotive
user_00018,pv,2023-01-02 06:30:48,Home
user_00289,fav,2023-01-02 06:34:15,Sports
user_00449,fav,2023-01-02 06:36:24,Toys
user_00789,pv,2023-01-02 06:38:12,Food
user_00543,pv,2023-01-02 06:48:03,Electronics
user_00892,fav,2023-01-02 06:55:56,Food
user_00368,pv,2023-01-02 07:09:22,Home
user_00419,pv,2023-01-02 07:11:00,Jewelry
user_00157,fav,2023-01-02 07:20:02,Automotive
user_00504,pv,2023-01-02 07:24:04,Clothing
user_00156,fav,2023-01-02 07:29:31,Home
user_00977,pv,2023-01-02 07:32:55,Electronics
user_00449,pv,2023-01-02 07:37:00,Beauty
user_00479,pv,2023-01-02 07:40:40,Toys
user_00153,pv,2023-01-02 07:47:54,Food
user_00183,pv,2023-01-02 07:55:31,Sports
user_00712,pv,2023-01-02 08:26:26,Food
user_00513,pv,2023-01-02 08:35:46,Books
user_00686,pv,2023-01-02 09:04:07,Sports
user_00343,cart,2023-01-02 09:21:37,Sports
user_00455,pv,2023-01-02 09:35:22,Toys
user_00010,buy,2023-01-02 09:46:52,Sports
user_00268,cart,2023-01-02 10:13:18,Food
user_00671,cart,2023-01-02 10:15:37,Home
user_00952,pv,2023-01-02 10:17:40,Food
user_00800,buy,2023-01-02 10:17:52,Food
user_00382,pv,2023-01-02 11:16:35,Food
user_00953,pv,2023-01-02 11:18:05,Clothing
user_00635,fav,2023-01-02 11:42:54,Food
user_00791,pv,2023-01-02 11:51:50,Automotive
,pv,2023-01-02 11:54:48,Food
user_00407,pv,2023-01-02 12:08:39,Clothing
user_00523,pv,2023-01-02 12:10:14,Beauty
user_00625,fav,2023-01-02 12:15:41,Books
user_00298,pv,2023-01-02 13:16:24,Clothing
user_00612,fav,2023-01-02 13:41:38,Food
user_00998,pv,2023-01-02 13:59:47,Food
user_00419,pv,2023-01-02 14:12:53,Automotive
user_00317,fav,2023-01-02 14:17:42,Home
user_00648,pv,2023-01-02 14:35:15,Books
user_00895,pv,2023-01-02 14:35:21,Electronics
user_00099,buy,2023-01-02 14:52:25,Sports
user_00983,buy,2023-01-02 14:57:15,Electronics
user_00525,pv,2023-01-02 14:59:27,Beauty
user_00746,,2023-01-02 15:24:01,Beauty
user_00398,pv,2023-01-02 15:30:50,Home
user_00774,fav,2023-01-02 15:46:32,Toys
user_00503,pv,2023-01-02 15:47:17,Books
user_00234,fav,2023-01-02 15:57:16,Food
user_00523,pv,2023-01-02 16:07:20,Sports
user_00906,,2023-01-02 16:21:56,Electronics
user_00679,buy,2023-01-02 16:24:15,Food
user_00252,cart,2023-01-02 16:31:28,Electronics
user_00017,pv,2023-01-02 16:38:09,Beauty
user_00532,pv,2023-01-02 16:39:27,Sports
user_00307,pv,2023-01-02 16:46:44,Electronics
user_00101,fav,2023-01-02 17:09:22,Sports
user_00044,buy,2023-01-02 17:10:57,Clothing
user_00171,fav,2023-01-02 17:41:20,Food
user_00348,cart,2023-01-02 17:54:38,Clothing
user_00891,pv,2023-01-02 17:56:07,Beauty
user_00472,pv,2023-01-02 18:03:35,Books
user_00935,pv,2023-01-02 18:03:35,Toys
user_00471,pv,2023-01-02 18:14:08,Home
user_00805,pv,2023-01-02 18:31:23,Sports
user_00973,pv,2023-01-02 18:32:46,Beauty
user_00016,fav,2023-01-02 18:35:35,Jewelry
user_00664,fav,2023-01-02 18:45:52,Books
user_00123,cart,2023-01-02 18:47:33,Home
user_00365,fav,2023-01-02 18:54:34,Jewelry
user_00598,pv,2023-01-02 19:05:57,Home
user_00656,cart,2023-01-02 19:09:40,Automotive
user_00946,pv,2023-01-02 19:10:28,Electronics
user_00463,cart,2023-01-02 19:12:35,Books
user_00431,pv,2023-01-02 19:23:37,Home
user_00460,buy,2023-01-02 19:25:16,Jewelry
user_00998,pv,2023-01-02 19:40:53,
user_00760,pv,2023-01-02 19:47:46,Jewelry
user_00794,pv,2023-01-02 20:05:29,Toys
user_00651,pv,2023-01-02 20:13:14,Clothing
user_00041,pv,2023-01-02 20:14:02,
user_00327,cart,2023-01-02 20:29:15,Home
user_00744,pv,2023-01-02 20:30:51,Food
user_00205,cart,2023-01-02 20:47:14,Food
user_00588,pv,2023-01-02 20:49:32,Sports
user_00137,pv,2023-01-02 20:55:24,Automotive
user_00033,cart,2023-01-02 21:01:16,Food
user_00698,cart,2023-01-02 21:01:52,Electronics
user_00110,pv,2023-01-02 21:11:58,Electronics
user_00804,pv,2023-01-02 21:14:26,Jewelry
,pv,2023-01-02 21:30:02,Clothing
user_00247,fav,2023-01-02 21:42:32,Sports
user_00112,cart,2023-01-02 22:01:39,Jewelry
user_00240,fav,2023-01-02 22:13:32,Automotive
user_00305,pv,2023-01-02 22:24:52,Clothing
user_00561,pv,2023-01-02 22:29:19,Food
user_00645,pv,2023-01-02 22:40:00,Sports
user_00103,pv,2023-01-02 22:44:28,Food
user_00272,pv,2023-01-02 22:48:25,Electronics
user_00459,pv,2023-01-02 22:57:18,Jewelry
user_00899,pv,2023-01-02 22:57:47,Toys
user_00659,pv,2023-01-02 22:58:49,Jewelry
user_00041,pv,2023-01-02 22:59:08,Sports
user_00381,pv,2023-01-02 23:07:34,Automotive
user_00596,unknown,2023-01-02 23:09:11,Sports
user_00961,pv,2023-01-02 23:13:53,Sports
user_00791,pv,2023-01-02 23:14:05,
user_00651,pv,2023-01-03 00:07:29,Home
user_00541,cart,2023-01-03 00:14:57,Clothing
user_00973,buy,2023-01-03 00:20:55,Clothing
user_00183,pv,2023-01-03 00:28:08,Electronics
user_00279,buy,2023-01-03 00:42:20,Books
user_00316,cart,2023-01-03 00:48:02,
user_00250,pv,2023-01-03 01:22:12,Toys
user_00017,cart,2023-01-03 01:22:24,Food
user_00879,pv,2023-01-03 01:27:34,Home
user_00689,pv,2023-01-03 01:44:20,Food
user_00097,pv,2023-01-03 01:47:05,Toys
user_00445,cart,2023-01-03 01:54:40,Toys
user_00652,buy,2023-01-03 02:07:36,Jewelry
user_00814,pv,2023-01-03 02:25:16,Toys
user_00907,buy,2023-01-03 02:26:55,Books
user_00492,pv,2023-01-03 02:37:15,Beauty
user_00074,pv,2023-01-03 02:39:39,Toys
user_00940,pv,2023-01-03 02:39:58,Automotive
user_00224,pv,2023-01-03 02:44:21,Beauty
,pv,2023-01-03 02:53:04,Clothing
,buy,2023-01-03 02:59:38,Sports
user_00618,cart,2023-01-03 03:06:04,Home
user_00298,pv,2023-01-03 03:14:24,Jewelry
user_00303,buy,2023-01-03 03:28:26,Toys
user_00638,pv,2023-01-03 03:29:47,
user_00078,pv,2023-01-03 03:33:26,Electronics
user_00192,buy,2023-01-03 03:53:22,Beauty
user_00234,pv,2023-01-03 04:23:41,Clothing
user_00849,pv,2023-01-03 04:46:25,Electronics
user_00669,buy,2023-01-03 04:55:49,Electronics
user_00753,pv,2023-01-03 04:58:53,Beauty
user_00030,fav,2023-01-03 05:30:39,Food
user_00949,pv,2023-01-03 05:42:53,Electronics
user_00872,pv,2023-01-03 05:46:00,Home
user_00132,cart,2023-01-03 06:02:29,Books
user_00836,pv,2023-01-03 06:18:29,Sports
user_00612,pv,2023-01-03 06:27:21,Home
user_00912,cart,2023-01-03 06:31:46,Home
user_00677,fav,2023-01-03 06:33:00,Books
user_00702,pv,2023-01-03 06:33:00,Beauty
user_00787,pv,2023-01-03 06:59:33,Books
user_00899,pv,2023-01-03 07:22:08,Books
user_00194,pv,2023-01-03 07:42:58,Clothing
user_00938,cart,2023-01-03 08:20:57,Toys
user_00835,pv,2023-01-03 08:24:08,Food
user_00333,pv,2023-01-03 09:14:07,Beauty
user_00145,cart,2023-01-03 09:30:23,Electronics
user_00421,,2023-01-03 09:31:29,Toys
user_00491,pv,2023-01-03 09:41:49,Electronics
user_00105,fav,2023-01-03 09:45:46,Toys
user_00535,pv,2023-01-03 10:04:21,Toys
user_00030,pv,2023-01-03 10:13:17,Home
user_00160,pv,2023-01-03 10:31:21,Beauty
user_00933,pv,2023-01-03 10:43:45,Beauty
user_00949,fav,2023-01-03 10:55:08,Books
user_00813,pv,2023-01-03 11:00:20,Jewelry
user_00553,cart,2023-01-03 11:08:45,Beauty
user_00292,cart,2023-01-03 11:13:25,Books
user_00927,pv,2023-01-03 11:19:20,Sports
user_00975,fav,2023-01-03 11:21:13,Electronics
user_00666,pv,2023-01-03 11:23:47,Sports
user_00665,cart,2023-01-03 11:44:59,Clothing
user_00379,pv,2023-01-03 12:00:48,Books
user_00580,buy,2023-01-03 12:01:37,Jewelry
user_00143,fav,2023-01-03 12:02:07,Beauty
user_00838,fav,2023-01-03 12:06:49,Home
user_00376,pv,2023-01-03 12:24:58,Automotive
user_00715,pv,2023-01-03 12:29:32,Beauty
user_00171,pv,2023-01-03 12:35:43,Electronics
user_00057,pv,2023-01-03 12:56:01,Electronics
user_00219,pv,2023-01-03 12:58:12,Food
user_00464,,2023-01-03 13:04:45,Sports
user_00237,pv,2023-01-03 13:13:35,Beauty
user_00498,pv,2023-01-03 13:45:54,Beauty
user_00967,pv,2023-01-03 14:04:01,Toys
user_00638,buy,2023-01-03 14:05:37,Books
user_00337,pv,2023-01-03 14:16:01,Electronics
user_00573,cart,2023-01-03 14:19:27,Beauty
user_00216,pv,2023-01-03 14:19:57,Sports
user_00366,buy,2023-01-03 14:35:15,Sports
user_00881,cart,2023-01-03 14:51:50,Jewelry
user_00007,cart,2023-01-03 15:05:36,Books
user_00849,fav,2023-01-03 15:05:48,
user_00047,fav,2023-01-03 15:17:38,Food
user_00744,pv,2023-01-03 15:28:40,Electronics
user_00659,fav,2023-01-03 15:54:40,Automotive
user_00726,pv,2023-01-03 15:59:30,Clothing
user_00282,cart,2023-01-03 16:06:37,Beauty
user_00844,pv,2023-01-03 16:06:45,Electronics
user_00524,cart,2023-01-03 16:27:31,Toys
user_00184,pv,2023-01-03 16:54:04,Food
user_00949,pv,2023-01-03 17:07:18,Sports
user_00787,pv,2023-01-03 17:07:40,Beauty
user_00888,pv,2023-01-03 17:10:55,Toys
user_00131,pv,2023-01-03 17:37:01,Home
user_00151,cart,2023-01-03 17:50:50,Beauty
user_00925,cart,2023-01-03 18:18:20,Electronics
user_00657,pv,2023-01-03 18:27:46,Electronics
user_00815,pv,2023-01-03 18:29:30,Beauty
user_00819,fav,2023-01-03 18:40:23,Food
user_00038,fav,2023-01-03 18:58:23,Beauty
user_00149,pv,2023-01-03 19:02:27,Sports
user_00659,pv,2023-01-03 19:09:05,Clothing
user_00895,pv,2023-01-03 19:10:15,Toys
user_00560,pv,2023-01-03 19:13:01,Beauty
user_00668,pv,2023-01-03 19:18:13,Beauty
user_00956,fav,2023-01-03 19:18:35,Books
user_00338,pv,2023-01-03 19:43:51,Jewelry
user_00317,pv,2023-01-03 19:46:55,Automotive
,pv,2023-01-03 19:53:04,Beauty
user_00615,pv,2023-01-03 20:01:46,Electronics
user_00714,buy,2023-01-03 20:02:15,Home
user_00740,cart,2023-01-03 20:11:48,Books
user_00999,pv,2023-01-03 20:21:29,Jewelry
user_00646,buy,2023-01-03 20:24:01,Food
user_00058,buy,2023-01-03 20:47:32,
user_00371,unknown,2023-01-03 21:04:14,Sports
user_00327,pv,2023-01-03 21:07:00,Food
user_00960,pv,2023-01-03 21:20:32,Home
user_00828,pv,2023-01-03 21:20:39,Toys
user_00915,pv,2023-01-03 21:37:32,Electronics
user_00574,invalid,2023-01-03 22:08:09,Food
user_00235,buy,2023-01-03 22:27:41,Books
,fav,2023-01-03 22:29:36,Sports
user_00251,pv,2023-01-03 22:31:36,Beauty
user_00746,fav,2023-01-03 22:31:46,Electronics
user_00131,buy,2023-01-03 22:45:48,Books
user_00994,pv,2023-01-03 23:11:59,Food
user_00553,fav,2023-01-03 23:32:45,Home
user_00754,cart,2023-01-03 23:34:32,Food
user_00170,pv,2023-01-03 23:37:19,Books
user_00133,buy,2023-01-04 00:11:53,Clothing
user_00255,pv,2023-01-04 00:12:27,Automotive
,buy,2023-01-04 00:16:49,Food
user_00293,cart,2023-01-04 00:26:10,Automotive
user_00640,pv,2023-01-04 00:54:12,Electronics
user_00429,cart,2023-01-04 01:02:08,Books
user_00741,buy,2023-01-04 01:02:39,Electronics
user_00523,pv,2023-01-04 01:04:42,Beauty
user_00864,fav,2023-01-04 01:05:54,Automotive
user_00355,buy,2023-01-04 01:13:08,Sports
user_00607,pv,2023-01-04 01:22:52,Books
user_00852,pv,2023-01-04 01:59:24,Home
user_00220,pv,2023-01-04 02:19:23,Sports
user_00166,buy,2023-01-04 02:25:38,Electronics
user_00658,cart,2023-01-04 02:53:47,Jewelry
user_00643,pv,2023-01-04 02:57:26,Books
user_00271,pv,2023-01-04 03:03:41,Food
user_00161,pv,2023-01-04 03:03:57,Food
user_00169,cart,2023-01-04 03:08:22,Food
user_00425,pv,2023-01-04 03:36:10,Electronics
user_00301,pv,2023-01-04 04:08:07,
user_00766,fav,2023-01-04 04:12:50,Jewelry
user_00258,buy,2023-01-04 04:38:59,Beauty
user_00483,fav,2023-01-04 04:43:24,Jewelry
user_00125,pv,2023-01-04 04:46:01,Books
user_00104,fav,2023-01-04 05:06:47,Books
user_00954,buy,2023-01-04 05:11:42,Automotive
user_00587,pv,2023-01-04 05:13:41,Automotive
user_00447,unknown,2023-01-04 05:31:13,Home
user_00519,buy,2023-01-04 05:39:58,Clothing
user_00079,pv,2023-01-04 05:58:39,Books
user_00373,pv,2023-01-04 06:06:30,Food
user_00170,cart,2023-01-04 06:07:52,Automotive
user_00429,pv,2023-01-04 06:17:54,Home
user_00202,pv,2023-01-04 06:22:45,Toys
user_00186,pv,2023-01-04 06:24:30,Food
user_00980,cart,2023-01-04 06:31:56,Home
user_00104,pv,2023-01-04 06:35:42,Automotive
user_00798,pv,2023-01-04 06:36:17,Sports
user_00411,pv,2023-01-04 06:37:54,Electronics
,cart,2023-01-04 06:43:53,Sports
user_00279,fav,2023-01-04 07:04:08,Sports
user_00271,pv,2023-01-04 07:19:13,Sports
user_00251,pv,2023-01-04 07:37:42,Automotive
user_00252,pv,2023-01-04 07:42:24,Beauty
user_00061,pv,2023-01-04 07:52:02,Food
user_00276,cart,2023-01-04 07:54:29,Electronics
user_00646,fav,2023-01-04 07:54:46,Jewelry
user_00886,cart,2023-01-04 08:42:36,Clothing
user_00650,pv,2023-01-04 08:54:35,Books
user_00913,pv,2023-01-04 08:55:54,Jewelry
,pv,2023-01-04 09:00:31,Jewelry
user_00468,pv,2023-01-04 09:06:05,Jewelry
user_00063,fav,2023-01-04 09:09:45,Jewelry
user_00789,pv,2023-01-04 09:32:20,Toys
user_00588,pv,2023-01-04 09:34:13,Automotive
user_00318,buy,2023-01-04 09:44:56,Beauty
user_00110,pv,2023-01-04 09:52:31,Automotive
user_00998,pv,2023-01-04 09:55:17,Food
user_00812,,2023-01-04 10:06:15,Sports
user_00821,buy,2023-01-04 10:15:08,Automotive
user_00317,pv,2023-01-04 10:47:02,Books
user_00443,pv,2023-01-04 10:56:56,Clothing
,buy,2023-01-04 10:58:41,Jewelry
user_00932,cart,2023-01-04 10:58:43,Home
user_00195,pv,2023-01-04 11:16:22,Books
user_00395,pv,2023-01-04 11:34:21,Food
user_00156,pv,2023-01-04 11:47:45,Beauty
user_00551,pv,2023-01-04 12:02:55,Beauty
user_00771,cart,2023-01-04 12:08:32,Clothing
user_00025,pv,2023-01-04 12:30:36,Toys
user_00615,pv,2023-01-04 12:43:14,Toys
user_00404,pv,2023-01-04 12:45:50,Beauty
user_00577,cart,2023-01-04 12:54:07,Toys
user_00288,pv,2023-01-04 13:05:13,Clothing
user_00847,pv,2023-01-04 13:12:25,Toys
,pv,2023-01-04 13:12:35,Food
user_00996,cart,2023-01-04 13:19:25,Toys
user_00412,buy,2023-01-04 13:37:31,Electronics
user_00071,pv,2023-01-04 13:38:25,Automotive
user_00198,buy,2023-01-04 13:39:15,Toys
user_00835,buy,2023-01-04 13:40:39,Beauty
user_00742,cart,2023-01-04 13:44:30,Food
user_00965,buy,2023-01-04 13:50:11,Toys
user_00333,buy,2023-01-04 13:52:46,Clothing
user_00634,cart,2023-01-04 14:27:49,Sports
user_00231,pv,2023-01-04 14:36:35,Automotive
user_00763,cart,2023-01-04 14:48:26,Books
user_00828,pv,2023-01-04 14:54:28,Jewelry
user_00637,cart,2023-01-04 15:00:53,Beauty
user_00315,pv,2023-01-04 15:28:22,Food
user_00434,,2023-01-04 15:50:35,Jewelry
user_00970,pv,2023-01-04 15:53:56,Beauty
user_00195,pv,2023-01-04 15:58:22,Toys
user_00062,cart,2023-01-04 16:16:31,Beauty
user_00801,pv,2023-01-04 17:04:27,Home
user_00778,pv,2023-01-04 17:05:09,Automotive
user_00548,buy,2023-01-04 17:06:23,Jewelry
user_00636,fav,2023-01-04 17:08:55,Books
user_00519,buy,2023-01-04 17:30:16,Clothing
user_00918,fav,2023-01-04 17:39:24,Home
user_00692,buy,2023-01-04 17:46:51,Jewelry
user_00466,pv,2023-01-04 17:48:27,Jewelry
user_00334,pv,2023-01-04 18:03:11,Automotive
user_00025,fav,2023-01-04 18:06:33,Home
user_00609,pv,2023-01-04 18:11:27,Jewelry
user_00755,pv,2023-01-04 18:31:49,Sports
user_00224,pv,2023-01-04 18:37:25,Automotive
user_00300,pv,2023-01-04 18:38:59,Home
user_00409,cart,2023-01-04 18:42:04,
user_00881,cart,2023-01-04 18:42:37,Electronics
user_00375,cart,2023-01-04 19:02:32,Jewelry
user_00804,pv,2023-01-04 19:15:48,Toys
user_00333,pv,2023-01-04 19:31:29,Clothing
user_00380,pv,2023-01-04 19:33:58,Clothing
user_00359,cart,2023-01-04 19:46:40,Books
user_00589,pv,2023-01-04 20:16:04,Automotive
user_00332,fav,2023-01-04 20:19:41,Jewelry
user_00270,pv,2023-01-04 20:41:23,Jewelry
user_00703,buy,2023-01-04 20:48:06,Clothing
user_00216,pv,2023-01-04 20:55:26,Home
user_00333,pv,2023-01-04 20:59:29,Automotive
user_00894,pv,2023-01-04 21:02:11,Clothing
user_00463,fav,2023-01-04 21:02:31,Home
user_00170,pv,2023-01-04 21:16:40,Beauty
user_00259,pv,2023-01-04 21:17:51,Home
user_00697,pv,2023-01-04 21:30:07,Clothing
user_00378,buy,2023-01-04 21:35:26,Electronics
user_00660,pv,2023-01-04 21:45:18,Automotive
user_00974,buy,2023-01-04 21:52:44,Automotive
user_00272,pv,2023-01-04 21:52:53,Food
user_00255,pv,2023-01-04 22:00:37,Electronics
user_00985,pv,2023-01-04 22:09:25,Books
user_00660,pv,2023-01-04 22:24:38,Books
user_00524,pv,2023-01-04 22:42:28,Books
user_00410,pv,2023-01-04 22:49:33,Automotive
user_00893,pv,2023-01-04 22:50:06,Jewelry
user_00394,fav,2023-01-04 22:50:40,Books
