timestamp,station_id,weather,temperature,humidity,wind_speed,riders
2024-01-01 10:00:00,7,晴天,-8.2,60.5,5.2,0
2024-01-01 10:00:00,8,晴天,-4.6,73.7,9.5,1
2024-01-01 10:00:00,9,晴天,-13.0,75.9,11.9,0
2024-01-01 10:00:00,10,晴天,-8.6,73.1,7.7,0
2024-01-01 10:00:00,11,大雨,-10.0,86.3,19.0,0
2024-01-01 10:00:00,12,晴天,-9.5,77.9,7.3,0
2024-01-01 10:00:00,13,晴天,-9.1,67.4,13.6,0
2024-01-01 10:00:00,14,晴天,-8.3,75.4,13.4,1
2024-01-01 10:00:00,15,多云,-12.2,60.7,14.2,0
2024-01-01 10:00:00,16,多云,-9.6,62.3,6.3,0
2024-01-01 10:00:00,17,多云,-13.4,69.8,5.6,0
2024-01-01 10:00:00,18,晴天,-6.8,66.2,9.6,1
2024-01-01 10:00:00,19,晴天,-9.8,69.6,11.0,0
2024-01-01 10:00:00,20,晴天,-7.0,75.6,5.4,0
2024-01-01 11:00:00,1,晴天,-9.3,79.7,6.4,0
2024-01-01 11:00:00,2,晴天,-4.0,71.2,5.1,1
2024-01-01 11:00:00,3,晴天,-11.2,67.0,5.3,0
2024-01-01 11:00:00,4,晴天,-11.5,71.4,11.9,0
2024-01-01 11:00:00,5,多云,-10.0,62.1,11.4,0
2024-01-01 11:00:00,6,多云,-8.4,74.2,13.7,0
2024-01-01 11:00:00,7,多云,-10.3,76.3,5.8,0
2024-01-01 11:00:00,8,小雨,-4.6,89.7,10.3,0
2024-01-01 11:00:00,9,多云,-10.5,77.4,7.2,0
2024-01-01 11:00:00,10,大雨,-11.6,89.9,20.6,0
2024-01-01 11:00:00,11,多云,-8.4,64.0,11.8,0
2024-01-01 11:00:00,12,晴天,-5.3,74.5,12.4,1
2024-01-01 11:00:00,13,晴天,-12.2,79.8,5.4,0
2024-01-01 11:00:00,14,小雨,-13.2,87.3,13.7,0
2024-01-01 11:00:00,15,小雨,-13.4,93.7,7.1,0
2024-01-01 11:00:00,16,多云,-4.4,62.6,12.2,1
2024-01-01 11:00:00,17,小雨,-10.2,82.7,13.5,0
2024-01-01 11:00:00,18,晴天,,,10.1,1
2024-01-01 11:00:00,19,晴天,-12.0,67.8,14.7,0
2024-01-01 11:00:00,20,晴天,-12.4,75.5,6.3,0
2024-01-01 12:00:00,1,大雨,-12.2,82.5,18.4,0
2024-01-01 12:00:00,2,多云,-12.2,72.3,12.1,0
2024-01-01 12:00:00,3,晴天,-5.0,69.5,13.4,1
2024-01-01 12:00:00,4,多云,-4.4,64.1,6.1,1
2024-01-01 12:00:00,5,晴天,-7.4,78.7,5.4,0
2024-01-01 12:00:00,6,晴天,-5.3,66.3,10.1,1
2024-01-01 12:00:00,7,晴天,-7.1,77.4,9.5,1
2024-01-01 12:00:00,8,晴天,-1.2,62.8,5.3,2
2024-01-01 12:00:00,9,晴天,-10.3,73.5,14.7,0
2024-01-01 12:00:00,10,晴天,-9.4,77.4,6.8,0
2024-01-01 12:00:00,11,多云,-7.6,72.4,13.7,0
2024-01-01 12:00:00,12,晴天,-4.2,64.3,11.6,1
2024-01-01 12:00:00,13,晴天,-9.8,73.2,15.0,0
2024-01-01 12:00:00,14,晴天,-7.7,77.4,12.8,1
2024-01-01 12:00:00,15,晴天,-5.8,68.1,8.3,0
2024-01-01 12:00:00,16,多云,-5.7,76.0,9.4,0
2024-01-01 12:00:00,17,多云,-7.1,60.1,8.2,0
2024-01-01 12:00:00,18,晴天,-2.7,67.8,9.5,1
2024-01-01 12:00:00,19,晴天,-11.4,61.5,11.0,0
2024-01-01 12:00:00,20,多云,-9.6,67.6,13.6,0
2024-01-01 13:00:00,1,晴天,-7.7,66.8,8.8,0
2024-01-01 13:00:00,2,晴天,-3.2,72.2,12.6,2
2024-01-01 13:00:00,3,多云,-7.1,78.5,5.6,1
2024-01-01 13:00:00,4,小雨,,,7.8,0
2024-01-01 13:00:00,5,晴天,-5.8,66.2,11.1,0
2024-01-01 13:00:00,6,多云,-8.1,62.4,6.8,0
2024-01-01 13:00:00,7,多云,-6.0,74.2,6.1,0
2024-01-01 13:00:00,8,晴天,-2.1,71.0,5.4,2
2024-01-01 13:00:00,9,多云,-5.9,76.4,13.8,1
2024-01-01 13:00:00,10,晴天,-4.8,68.2,13.4,0
2024-01-01 13:00:00,11,小雨,-10.0,84.1,13.2,0
2024-01-01 13:00:00,12,晴天,-8.3,72.5,9.5,0
2024-01-01 13:00:00,13,晴天,-4.7,77.3,7.2,1
2024-01-01 13:00:00,14,晴天,-6.2,72.1,10.5,1
2024-01-01 13:00:00,15,晴天,-1.9,69.9,14.9,0
2024-01-01 13:00:00,16,晴天,-8.7,68.6,12.2,0
2024-01-01 13:00:00,17,多云,-5.4,71.6,7.7,1
2024-01-01 13:00:00,18,晴天,-8.0,64.5,8.5,0
2024-01-01 13:00:00,19,晴天,-8.6,76.0,7.3,1
2024-01-01 13:00:00,20,晴天,-5.3,70.7,8.2,0
2024-01-01 14:00:00,1,晴天,-2.9,74.6,9.7,1
2024-01-01 14:00:00,2,晴天,-3.3,63.5,11.9,1
2024-01-01 14:00:00,3,晴天,-7.7,69.0,12.6,1
2024-01-01 14:00:00,4,晴天,-1.7,78.5,7.3,3
2024-01-01 14:00:00,5,晴天,-4.8,76.8,10.2,0
2024-01-01 14:00:00,6,多云,-4.4,62.6,13.3,1
2024-01-01 14:00:00,7,多云,-8.2,67.2,5.9,0
2024-01-01 14:00:00,8,小雨,-10.5,86.7,11.0,0
2024-01-01 14:00:00,9,晴天,-5.0,79.8,13.5,1
2024-01-01 14:00:00,10,晴天,-6.3,77.6,13.7,0
2024-01-01 14:00:00,11,多云,-7.0,61.6,9.0,0
2024-01-01 14:00:00,12,晴天,-8.1,79.5,11.4,1
2024-01-01 14:00:00,13,多云,-5.1,72.1,12.6,1
2024-01-01 14:00:00,14,晴天,-12.6,62.9,8.7,0
2024-01-01 14:00:00,15,晴天,-4.8,79.3,9.3,0
2024-01-01 14:00:00,16,晴天,-13.7,62.1,11.4,0
2024-01-01 14:00:00,17,晴天,-0.4,63.0,5.6,2
2024-01-01 14:00:00,18,多云,-7.1,79.9,5.6,1
2024-01-01 14:00:00,19,多云,-6.8,73.8,5.6,1
2024-01-01 14:00:00,20,晴天,-9.6,72.5,10.3,0
2024-01-01 15:00:00,1,晴天,-7.8,67.4,9.1,0
2024-01-01 15:00:00,2,多云,-1.1,60.2,9.2,2
2024-01-01 15:00:00,3,晴天,-5.3,70.7,7.2,1
2024-01-01 15:00:00,4,晴天,-6.7,71.0,9.5,1
2024-01-01 15:00:00,5,多云,-3.8,63.0,8.2,0
2024-01-01 15:00:00,6,多云,-10.6,67.9,9.6,0
2024-01-01 15:00:00,7,多云,-5.7,73.8,9.4,1
2024-01-01 15:00:00,8,晴天,-4.0,72.7,11.6,1
2024-01-01 15:00:00,9,小雨,0.2,87.8,6.5,2
2024-01-01 15:00:00,10,多云,2.3,60.8,5.8,1
2024-01-01 15:00:00,11,多云,-6.1,65.9,8.5,0
2024-01-01 15:00:00,12,多云,-6.8,63.5,6.0,1
2024-01-01 15:00:00,13,多云,-6.1,60.4,5.8,1
2024-01-01 15:00:00,14,大雨,-0.7,85.7,16.2,0
2024-01-01 15:00:00,15,多云,-1.8,70.6,5.4,1
2024-01-01 15:00:00,16,大雨,-5.6,89.0,22.5,0
2024-01-01 15:00:00,17,多云,-6.3,66.8,14.3,1
2024-01-01 15:00:00,18,晴天,-6.8,68.8,11.1,0
2024-01-01 15:00:00,19,小雨,-5.2,93.3,11.5,0
2024-01-01 15:00:00,20,晴天,-2.8,76.9,14.2,1
2024-01-01 16:00:00,1,晴天,-3.2,76.8,12.3,0
2024-01-01 16:00:00,2,多云,-5.6,70.9,14.8,0
2024-01-01 16:00:00,3,小雨,-1.3,83.2,10.1,0
2024-01-01 16:00:00,4,多云,-1.6,71.8,10.1,0
2024-01-01 16:00:00,5,晴天,2.9,77.5,11.4,0
2024-01-01 16:00:00,6,多云,-2.9,60.2,7.5,0
2024-01-01 16:00:00,7,多云,1.4,64.1,10.6,0
2024-01-01 16:00:00,8,多云,-6.1,67.1,12.8,0
2024-01-01 16:00:00,9,晴天,-6.8,63.0,8.1,0
2024-01-01 16:00:00,10,小雨,2.7,88.9,8.9,0
2024-01-01 16:00:00,11,晴天,-7.1,75.9,5.9,0
2024-01-01 16:00:00,12,晴天,4.1,61.3,10.8,0
2024-01-01 16:00:00,13,晴天,3.7,73.5,13.0,0
2024-01-01 16:00:00,14,晴天,-2.5,61.5,5.6,0
2024-01-01 16:00:00,15,晴天,-0.4,75.8,10.2,0
2024-01-01 16:00:00,16,晴天,-3.8,68.7,5.9,0
2024-01-01 16:00:00,17,晴天,2.0,80.0,14.3,0
2024-01-01 16:00:00,18,多云,3.1,75.7,6.2,0
2024-01-01 16:00:00,19,晴天,-3.6,71.4,10.9,0
2024-01-01 16:00:00,20,晴天,-6.7,60.5,5.2,0
2024-01-01 17:00:00,1,多云,-1.0,66.0,14.4,1
2024-01-01 17:00:00,2,晴天,1.6,76.8,6.9,5
2024-01-01 17:00:00,3,多云,-5.0,62.7,5.8,1
2024-01-01 17:00:00,4,多云,-10.1,74.6,12.7,1
2024-01-01 17:00:00,5,晴天,-4.5,75.0,11.6,1
2024-01-01 17:00:00,6,大雨,-4.4,93.6,17.7,0
2024-01-01 17:00:00,7,多云,3.0,61.3,9.9,5
2024-01-01 17:00:00,8,晴天,-1.2,68.2,8.5,3
2024-01-01 17:00:00,9,小雨,-1.3,80.8,9.2,2
2024-01-01 17:00:00,10,晴天,0.9,64.0,10.7,1
2024-01-01 17:00:00,11,晴天,-1.2,67.0,6.1,2
2024-01-01 17:00:00,12,晴天,-3.7,77.0,10.6,1
2024-01-01 17:00:00,13,晴天,-2.4,74.2,10.4,3
2024-01-01 17:00:00,14,晴天,-4.7,63.3,14.5,1
2024-01-01 17:00:00,15,多云,-2.8,68.2,11.5,1
2024-01-01 17:00:00,16,晴天,-1.4,76.1,9.6,2
2024-01-01 17:00:00,17,晴天,-3.3,65.2,6.6,2
2024-01-01 17:00:00,18,晴天,-1.1,64.1,13.8,5
2024-01-01 17:00:00,19,小雨,-2.5,94.8,12.7,2
2024-01-01 17:00:00,20,晴天,-1.6,78.2,10.4,1
2024-01-01 18:00:00,1,晴天,0.2,76.4,8.8,2
2024-01-01 18:00:00,2,多云,-6.2,75.9,10.8,1
2024-01-01 18:00:00,3,多云,-2.0,78.3,10.3,3
2024-01-01 18:00:00,4,晴天,2.3,66.3,13.6,10
2024-01-01 18:00:00,5,小雨,,,11.5,0
2024-01-01 18:00:00,6,晴天,5.5,61.7,13.8,6
2024-01-01 18:00:00,7,多云,0.9,68.4,14.8,4
2024-01-01 18:00:00,8,多云,-3.9,77.6,9.3,2
2024-01-01 18:00:00,9,晴天,-0.6,70.5,12.2,5
2024-01-01 18:00:00,10,小雨,-0.1,92.9,13.2,1
2024-01-01 18:00:00,11,晴天,-3.7,69.4,13.2,2
2024-01-01 18:00:00,12,晴天,-0.9,76.6,8.4,2
2024-01-01 18:00:00,13,晴天,1.9,62.0,7.4,7
2024-01-01 18:00:00,14,晴天,-2.7,75.0,11.5,2
2024-01-01 18:00:00,15,多云,2.3,69.4,14.8,2
2024-01-01 18:00:00,16,多云,0.4,66.5,11.9,2
2024-01-01 18:00:00,17,晴天,0.2,64.5,13.4,4
2024-01-01 18:00:00,18,晴天,3.5,70.3,8.1,11
2024-01-01 18:00:00,19,晴天,0.9,77.4,12.7,7
2024-01-01 18:00:00,20,多云,-4.3,78.1,11.7,1
2024-01-01 19:00:00,1,晴天,-0.6,69.2,13.6,0
2024-01-01 19:00:00,2,晴天,0.6,62.2,9.2,0
2024-01-01 19:00:00,3,晴天,0.8,65.6,13.6,0
2024-01-01 19:00:00,4,晴天,0.4,76.1,5.2,0
2024-01-01 19:00:00,5,大雨,-3.0,84.2,16.1,0
2024-01-01 19:00:00,6,多云,-2.9,64.8,5.1,0
2024-01-01 19:00:00,7,晴天,2.2,65.9,8.0,0
2024-01-01 19:00:00,8,多云,1.1,71.9,13.9,0
2024-01-01 19:00:00,9,晴天,-0.5,75.9,5.3,0
2024-01-01 19:00:00,10,晴天,-2.4,76.6,11.0,0
2024-01-01 19:00:00,11,晴天,2.8,77.6,10.7,0
2024-01-01 19:00:00,12,晴天,-5.6,68.7,12.7,0
2024-01-01 19:00:00,13,多云,-0.6,72.1,11.3,0
2024-01-01 19:00:00,14,晴天,-3.2,70.2,6.0,0
2024-01-01 19:00:00,15,晴天,6.3,79.0,11.0,0
2024-01-01 19:00:00,16,多云,6.7,61.4,7.5,0
2024-01-01 19:00:00,17,晴天,-2.0,62.8,7.8,0
2024-01-01 19:00:00,18,大雨,,,17.1,0
2024-01-01 19:00:00,19,晴天,-1.1,76.1,10.7,0
2024-01-01 19:00:00,20,晴天,1.0,67.9,5.9,0
2024-01-01 20:00:00,1,多云,-1.0,70.1,13.7,0
2024-01-01 20:00:00,2,晴天,-1.2,67.9,9.2,0
2024-01-01 20:00:00,3,晴天,0.8,72.2,8.1,0
2024-01-01 20:00:00,4,多云,0.4,73.7,6.1,0
2024-01-01 20:00:00,5,晴天,-6.5,62.4,9.2,0
2024-01-01 20:00:00,6,多云,1.5,73.4,11.8,0
2024-01-01 20:00:00,7,晴天,-0.3,72.7,14.1,0
2024-01-01 20:00:00,8,多云,1.1,62.4,14.0,0
2024-01-01 20:00:00,9,晴天,-3.4,60.2,9.2,0
2024-01-01 20:00:00,10,晴天,8.0,60.9,6.2,0
2024-01-01 20:00:00,11,晴天,3.8,73.0,13.5,0
2024-01-01 20:00:00,12,多云,5.5,65.5,8.1,0
2024-01-01 20:00:00,13,多云,4.2,76.4,13.6,0
2024-01-01 20:00:00,14,小雨,-5.5,85.6,11.0,0
2024-01-01 20:00:00,15,多云,-3.0,63.3,9.3,0
