timestamp,station_id,weather,temperature,humidity,wind_speed,ridership
2023-01-03 12:00:00,4,多云,22.8,50.8,1.0,186
2023-01-03 13:00:00,6,晴天,26.3,,2.6,214
2023-01-03 14:00:00,2,晴天,17.2,77.1,4.5,217
2023-01-03 15:00:00,10,晴天,14.5,77.5,2.0,140
2023-01-03 16:00:00,2,晴天,17.0,70.8,5.3,188
2023-01-03 17:00:00,10,大雨,15.5,38.2,0.4,106
2023-01-03 18:00:00,4,晴天,17.0,67.7,4.0,450
2023-01-03 19:00:00,8,晴天,14.4,68.3,8.6,347
2023-01-03 20:00:00,7,多云,11.6,73.5,1.2,88
2023-01-03 21:00:00,9,阴天,11.7,62.3,1.4,72
2023-01-03 22:00:00,8,晴天,7.3,48.7,0.3,95
2023-01-03 23:00:00,5,晴天,12.7,53.9,3.1,48
2023-01-04 00:00:00,2,多云,14.9,77.7,2.4,46
2023-01-04 01:00:00,5,小雨,6.6,65.7,0.1,14
2023-01-04 02:00:00,8,多云,5.9,40.4,4.2,28
2023-01-04 03:00:00,10,大雨,10.3,85.6,5.3,4
2023-01-04 04:00:00,9,阴天,8.8,77.3,7.1,19
2023-01-04 05:00:00,9,大雨,9.9,84.9,2.4,0
2023-01-04 06:00:00,1,小雨,10.8,77.0,1.8,19
2023-01-04 07:00:00,9,多云,15.7,46.1,6.3,368
2023-01-04 08:00:00,7,晴天,16.3,65.0,1.5,420
2023-01-04 09:00:00,9,阴天,19.7,69.1,3.2,258
2023-01-04 10:00:00,8,多云,17.6,39.8,2.9,163
2023-01-04 11:00:00,1,晴天,16.2,42.4,1.4,216
2023-01-04 12:00:00,8,小雨,19.9,71.2,0.3,56
2023-01-04 13:00:00,8,晴天,16.7,72.3,0.1,213
2023-01-04 14:00:00,3,多云,20.9,95.5,1.7,130
2023-01-04 15:00:00,1,多云,13.5,56.1,2.0,131
2023-01-04 16:00:00,8,多云,11.0,34.8,5.2,121
2023-01-04 17:00:00,3,大雨,11.5,57.7,1.6,38
2023-01-04 18:00:00,3,晴天,13.7,72.7,1.0,385
2023-01-04 19:00:00,1,多云,12.8,54.5,1.9,320
2023-01-04 20:00:00,5,多云,12.9,61.5,0.8,97
2023-01-04 21:00:00,10,小雨,9.8,50.4,0.3,53
2023-01-04 22:00:00,7,大雨,8.1,77.9,0.4,23
2023-01-04 23:00:00,10,多云,14.5,71.2,1.2,47
2023-01-05 00:00:00,9,小雨,13.5,47.7,0.0,5
2023-01-05 01:00:00,7,晴天,13.1,52.2,0.7,59
2023-01-05 02:00:00,9,阴天,11.6,49.8,4.6,46
2023-01-05 03:00:00,8,多云,12.6,32.1,0.8,38
2023-01-05 04:00:00,2,小雨,10.1,48.6,0.4,10
2023-01-05 05:00:00,1,晴天,14.1,33.4,8.9,20
2023-01-05 06:00:00,7,晴天,12.2,74.0,,42
2023-01-05 07:00:00,7,多云,13.1,75.2,0.2,300
2023-01-05 08:00:00,8,阴天,12.6,55.5,0.2,207
2023-01-05 09:00:00,5,多云,,63.1,2.8,372
2023-01-05 10:00:00,3,阴天,19.8,76.1,2.3,133
2023-01-05 11:00:00,8,多云,18.9,71.8,0.2,165
2023-01-05 12:00:00,6,多云,18.7,90.1,0.8,119
2023-01-05 13:00:00,3,晴天,14.3,63.9,7.9,144
2023-01-05 14:00:00,1,大雨,20.1,81.8,2.5,34
2023-01-05 15:00:00,3,晴天,17.6,61.4,1.7,214
2023-01-05 16:00:00,5,阴天,20.2,58.2,0.9,143
2023-01-05 17:00:00,3,阴天,16.7,70.2,0.4,320
2023-01-05 18:00:00,1,阴天,17.1,68.3,1.5,311
2023-01-05 19:00:00,5,多云,13.7,50.9,7.7,308
2023-01-05 20:00:00,10,小雨,13.0,47.6,0.1,34
2023-01-05 21:00:00,7,大雨,14.3,61.1,14.1,19
2023-01-05 22:00:00,7,晴天,10.1,31.6,0.7,99
2023-01-05 23:00:00,9,小雨,11.6,55.4,1.6,10
2023-01-06 00:00:00,10,晴天,8.7,45.3,0.1,41
2023-01-06 01:00:00,10,多云,9.8,51.4,2.6,38
2023-01-06 02:00:00,3,晴天,15.5,48.3,2.0,69
2023-01-06 03:00:00,7,晴天,13.4,71.5,3.3,33
2023-01-06 04:00:00,1,多云,10.9,66.7,2.3,41
2023-01-06 05:00:00,4,多云,15.0,60.8,1.5,60
2023-01-06 06:00:00,4,小雨,11.2,54.2,4.0,23
2023-01-06 07:00:00,5,晴天,15.6,75.5,0.1,439
2023-01-06 08:00:00,7,多云,14.6,73.5,2.3,265
2023-01-06 09:00:00,7,晴天,19.9,58.3,0.4,411
2023-01-06 10:00:00,4,多云,18.8,80.3,1.7,134
2023-01-06 11:00:00,7,小雨,20.7,57.2,4.7,77
2023-01-06 12:00:00,3,多云,22.3,63.1,0.5,187
2023-01-06 13:00:00,6,小雨,18.4,51.4,8.2,67
2023-01-06 14:00:00,2,晴天,18.1,54.1,6.6,201
2023-01-06 15:00:00,10,大雨,18.4,50.6,1.6,47
2023-01-06 16:00:00,9,多云,14.9,70.3,0.0,135
2023-01-06 17:00:00,5,多云,16.3,65.6,4.7,400
2023-01-06 18:00:00,6,小雨,15.1,44.2,6.4,185
2023-01-06 19:00:00,4,晴天,14.4,68.5,0.6,347
2023-01-06 20:00:00,10,小雨,13.8,86.9,7.4,14
2023-01-06 21:00:00,7,小雨,6.7,50.1,7.4,16
2023-01-06 22:00:00,9,晴天,6.8,49.2,1.9,107
2023-01-06 23:00:00,7,晴天,6.7,60.1,4.8,52
2023-01-07 00:00:00,1,晴天,10.3,80.7,1.8,30
2023-01-07 01:00:00,1,阴天,9.3,53.4,2.5,33
2023-01-07 02:00:00,9,小雨,3.9,87.6,1.2,23
2023-01-07 03:00:00,9,晴天,17.3,44.1,0.5,32
2023-01-07 04:00:00,4,多云,6.5,62.8,4.1,18
2023-01-07 05:00:00,9,多云,13.8,34.5,0.0,41
2023-01-07 06:00:00,3,大雨,16.7,46.0,2.6,0
2023-01-07 07:00:00,7,晴天,14.1,56.8,6.0,177
2023-01-07 08:00:00,6,晴天,19.4,64.1,0.8,248
2023-01-07 09:00:00,8,阴天,15.5,78.6,1.2,168
2023-01-07 10:00:00,9,晴天,19.8,49.5,2.7,122
2023-01-07 11:00:00,5,晴天,13.3,66.3,0.9,80
2023-01-07 12:00:00,1,阴天,23.5,39.9,5.6,89
2023-01-07 13:00:00,3,小雨,19.8,75.1,1.4,38
2023-01-07 14:00:00,10,晴天,14.5,79.7,2.6,112
2023-01-07 15:00:00,8,晴天,20.4,75.6,0.8,103
2023-01-07 16:00:00,6,晴天,22.4,75.5,0.1,119
2023-01-07 17:00:00,8,晴天,13.5,58.6,0.6,213
2023-01-07 18:00:00,9,阴天,14.4,64.2,0.1,154
2023-01-07 19:00:00,4,多云,12.2,58.5,1.9,198
2023-01-07 20:00:00,1,小雨,10.2,59.3,2.7,27
2023-01-07 21:00:00,1,阴天,8.8,48.8,0.1,41
2023-01-07 22:00:00,10,多云,8.7,64.2,0.3,63
2023-01-07 23:00:00,4,晴天,8.4,66.3,2.0,36
2023-01-08 00:00:00,7,多云,8.9,74.8,4.8,23
2023-01-08 01:00:00,2,阴天,8.9,65.9,3.0,22
2023-01-08 02:00:00,3,大雨,,73.2,0.3,13
2023-01-08 03:00:00,1,晴天,13.5,48.8,6.6,0
2023-01-08 04:00:00,5,小雨,7.9,81.4,7.5,1
2023-01-08 05:00:00,1,多云,11.9,56.4,1.2,25
2023-01-08 06:00:00,8,阴天,18.8,29.3,2.9,16
2023-01-08 07:00:00,1,晴天,17.2,54.2,2.0,249
2023-01-08 08:00:00,1,多云,18.5,68.7,8.5,220
2023-01-08 09:00:00,2,阴天,19.3,61.2,2.1,181
2023-01-08 10:00:00,2,多云,18.5,30.9,9.7,109
2023-01-08 11:00:00,6,多云,19.7,63.2,0.7,91
2023-01-08 12:00:00,7,晴天,18.8,61.9,1.3,100
2023-01-08 13:00:00,5,晴天,22.4,45.4,4.6,133
2023-01-08 14:00:00,1,晴天,18.1,68.5,4.6,110
2023-01-08 15:00:00,1,阴天,18.2,58.0,4.0,72
2023-01-08 16:00:00,3,晴天,19.7,30.7,5.9,108
2023-01-08 17:00:00,2,多云,15.3,70.4,3.6,257
2023-01-08 18:00:00,5,小雨,14.8,62.6,3.0,87
2023-01-08 19:00:00,10,晴天,12.6,82.7,1.8,179
2023-01-08 20:00:00,6,多云,12.2,47.0,1.9,63
2023-01-08 21:00:00,7,小雨,10.5,56.5,1.6,23
2023-01-08 22:00:00,4,阴天,9.1,76.0,2.9,58
2023-01-08 23:00:00,7,小雨,8.0,46.3,1.6,0
2023-01-09 00:00:00,8,小雨,9.5,75.5,0.5,0
2023-01-09 01:00:00,1,晴天,13.2,75.9,0.3,21
2023-01-09 02:00:00,6,阴天,12.5,64.7,7.7,33
2023-01-09 03:00:00,8,晴天,6.7,57.5,0.1,46
2023-01-09 04:00:00,5,大雨,11.2,50.3,0.3,0
2023-01-09 05:00:00,4,晴天,11.8,49.2,1.8,35
2023-01-09 06:00:00,2,阴天,10.3,64.7,0.9,46
2023-01-09 07:00:00,6,小雨,17.1,20.0,1.6,152
2023-01-09 08:00:00,6,大雨,17.2,51.6,0.4,69
2023-01-09 09:00:00,1,晴天,24.6,49.6,0.4,412
2023-01-09 10:00:00,9,多云,18.3,45.2,4.8,188
2023-01-09 11:00:00,6,小雨,17.5,62.8,4.3,87
2023-01-09 12:00:00,3,大雨,17.4,38.0,0.3,10
2023-01-09 13:00:00,4,晴天,18.5,78.0,3.3,198
2023-01-09 14:00:00,4,阴天,21.1,73.7,,109
2023-01-09 15:00:00,3,阴天,20.7,80.4,3.7,125
2023-01-09 16:00:00,10,晴天,26.3,52.1,1.9,233
2023-01-09 17:00:00,3,大雨,12.7,63.1,0.9,23
2023-01-09 18:00:00,3,多云,15.3,72.3,3.3,378
2023-01-09 19:00:00,4,多云,11.7,58.0,1.4,310
2023-01-09 20:00:00,7,晴天,13.6,51.5,0.7,103
2023-01-09 21:00:00,4,多云,15.6,61.8,1.6,108
2023-01-09 22:00:00,9,小雨,13.3,56.9,4.3,13
2023-01-09 23:00:00,1,多云,6.5,43.9,1.9,37
2023-01-10 00:00:00,8,小雨,12.1,24.3,1.1,28
2023-01-10 01:00:00,7,小雨,3.8,46.1,5.3,47
2023-01-10 02:00:00,2,小雨,3.5,24.6,6.4,24
2023-01-10 03:00:00,8,晴天,10.7,47.0,1.7,19
2023-01-10 04:00:00,1,阴天,14.3,81.3,1.4,21
2023-01-10 05:00:00,9,多云,14.8,32.3,2.8,41
2023-01-10 06:00:00,9,晴天,20.7,66.7,0.2,40
2023-01-10 07:00:00,2,晴天,16.6,78.3,3.5,434
2023-01-10 08:00:00,7,多云,17.2,36.4,4.6,368
2023-01-10 09:00:00,10,阴天,22.0,86.9,1.5,252
2023-01-10 10:00:00,3,多云,18.2,58.9,0.6,183
2023-01-10 11:00:00,7,小雨,21.0,80.4,0.1,66
2023-01-10 12:00:00,10,晴天,21.3,64.1,3.0,193
2023-01-10 13:00:00,9,多云,16.9,53.1,0.9,152
2023-01-10 14:00:00,4,阴天,20.5,20.0,1.9,143
2023-01-10 15:00:00,1,大雨,25.1,43.3,1.5,25
2023-01-10 16:00:00,2,晴天,20.9,70.2,0.6,198
2023-01-10 17:00:00,1,多云,13.8,83.1,2.1,263
2023-01-10 18:00:00,5,晴天,22.0,38.9,1.8,493
2023-01-10 19:00:00,5,多云,15.8,59.1,2.9,381
2023-01-10 20:00:00,7,大雨,13.8,53.3,0.9,12
2023-01-10 21:00:00,9,大雨,11.2,66.3,0.7,9
2023-01-10 22:00:00,9,晴天,12.7,61.3,5.1,108
2023-01-10 23:00:00,3,阴天,10.5,54.4,3.6,0
2023-01-11 00:00:00,3,多云,10.1,69.6,4.4,11
2023-01-11 01:00:00,3,多云,9.8,49.6,0.4,31
2023-01-11 02:00:00,4,多云,13.6,60.2,0.8,44
2023-01-11 03:00:00,8,小雨,14.1,71.6,2.6,16
2023-01-11 04:00:00,6,多云,12.1,49.1,5.8,43
2023-01-11 05:00:00,8,多云,9.1,54.6,6.7,35
2023-01-11 06:00:00,1,多云,15.1,51.6,5.3,62
2023-01-11 07:00:00,8,晴天,14.1,66.8,0.1,347
2023-01-11 08:00:00,4,大雨,16.1,65.2,5.2,53
2023-01-11 09:00:00,1,多云,18.2,52.2,6.9,370
2023-01-11 10:00:00,8,晴天,16.1,65.1,0.2,210
2023-01-11 11:00:00,4,大雨,15.0,20.0,1.6,61
2023-01-11 12:00:00,6,阴天,20.9,72.5,2.3,128
2023-01-11 13:00:00,8,阴天,19.9,73.4,0.8,138
2023-01-11 14:00:00,4,多云,19.3,,2.2,156
2023-01-11 15:00:00,3,晴天,20.1,49.4,6.5,188
2023-01-11 16:00:00,9,多云,15.5,59.1,6.1,177
2023-01-11 17:00:00,3,晴天,17.3,46.3,8.4,476
2023-01-11 18:00:00,9,阴天,19.0,48.7,2.0,335
2023-01-11 19:00:00,2,晴天,12.9,64.6,1.6,371
2023-01-11 20:00:00,2,晴天,18.2,72.1,3.3,131
2023-01-11 21:00:00,2,多云,11.6,64.8,1.6,84
2023-01-11 22:00:00,6,多云,8.1,100.0,0.1,55
2023-01-11 23:00:00,3,大雨,12.7,78.7,3.8,0
2023-01-12 00:00:00,9,多云,9.7,71.0,1.0,32
2023-01-12 01:00:00,4,晴天,13.3,70.5,0.2,41
2023-01-12 02:00:00,1,晴天,11.9,61.3,0.1,49
2023-01-12 03:00:00,4,多云,10.5,67.6,8.0,42
2023-01-12 04:00:00,1,晴天,17.1,63.0,0.9,74
2023-01-12 05:00:00,5,小雨,12.2,75.8,1.8,0
2023-01-12 06:00:00,4,多云,8.5,55.8,9.0,29
2023-01-12 07:00:00,8,小雨,18.9,55.0,1.9,149
2023-01-12 08:00:00,8,阴天,18.5,77.7,0.2,311
2023-01-12 09:00:00,7,阴天,22.4,53.1,2.4,284
2023-01-12 10:00:00,3,阴天,16.7,45.8,0.3,157
2023-01-12 11:00:00,1,晴天,19.1,48.8,0.3,224
2023-01-12 12:00:00,1,晴天,18.9,71.2,5.7,209
2023-01-12 13:00:00,3,晴天,22.6,100.0,1.0,166
2023-01-12 14:00:00,6,阴天,21.3,46.7,3.4,140
2023-01-12 15:00:00,7,阴天,19.2,69.7,2.1,135
2023-01-12 16:00:00,6,阴天,18.2,62.3,0.8,133
2023-01-12 17:00:00,6,晴天,12.8,76.9,2.2,361
2023-01-12 18:00:00,6,阴天,17.3,69.5,0.2,354
2023-01-12 19:00:00,3,多云,16.1,77.9,1.3,384
2023-01-12 20:00:00,6,晴天,19.4,64.4,2.2,138
2023-01-12 21:00:00,8,多云,,47.5,0.8,98
2023-01-12 22:00:00,2,晴天,12.6,49.8,3.2,99
2023-01-12 23:00:00,5,多云,11.6,63.2,0.2,39
2023-01-13 00:00:00,1,晴天,7.9,67.0,2.0,16
2023-01-13 01:00:00,1,多云,13.9,54.2,3.8,52
2023-01-13 02:00:00,5,小雨,10.5,90.2,1.7,28
2023-01-13 03:00:00,3,阴天,10.9,74.1,6.2,25
2023-01-13 04:00:00,4,小雨,12.1,28.7,3.0,1
2023-01-13 05:00:00,3,多云,13.5,58.2,9.5,44
2023-01-13 06:00:00,1,大雨,13.5,44.6,1.0,0
2023-01-13 07:00:00,1,阴天,16.9,88.6,8.4,218
2023-01-13 08:00:00,5,晴天,17.2,26.7,2.8,421
2023-01-13 09:00:00,6,多云,18.0,66.3,4.1,380
2023-01-13 10:00:00,3,晴天,20.8,61.8,7.0,212
2023-01-13 11:00:00,9,晴天,20.1,72.2,2.4,193
2023-01-13 12:00:00,5,小雨,18.3,64.8,5.9,52
2023-01-13 13:00:00,8,阴天,17.5,91.0,2.3,112
2023-01-13 14:00:00,1,晴天,19.6,73.8,2.7,206
2023-01-13 15:00:00,5,大雨,16.3,32.4,1.8,30
2023-01-13 16:00:00,3,阴天,15.0,81.1,0.5,139
2023-01-13 17:00:00,1,阴天,13.9,63.0,2.4,250
2023-01-13 18:00:00,4,晴天,15.8,81.1,11.4,344
2023-01-13 19:00:00,5,阴天,17.3,55.2,4.6,321
2023-01-13 20:00:00,7,晴天,13.5,44.1,4.1,110
2023-01-13 21:00:00,1,多云,14.1,41.2,3.1,93
2023-01-13 22:00:00,3,晴天,10.5,75.9,1.3,101
2023-01-13 23:00:00,2,晴天,10.6,72.0,0.6,33
2023-01-14 00:00:00,9,小雨,15.0,51.1,0.8,0
2023-01-14 01:00:00,10,多云,12.7,20.0,0.0,21
2023-01-14 02:00:00,6,晴天,13.5,76.5,3.4,18
2023-01-14 03:00:00,10,晴天,10.7,29.4,5.0,27
2023-01-14 04:00:00,3,小雨,12.5,92.6,0.9,14
2023-01-14 05:00:00,8,晴天,14.9,38.3,0.3,42
2023-01-14 06:00:00,8,大雨,13.2,60.2,1.2,0
2023-01-14 07:00:00,2,晴天,9.2,,1.0,175
2023-01-14 08:00:00,6,晴天,18.7,65.5,1.8,244
2023-01-14 09:00:00,7,多云,21.4,64.9,0.9,203
2023-01-14 10:00:00,2,多云,19.5,62.0,1.2,90
2023-01-14 11:00:00,10,多云,18.0,53.5,7.1,124
2023-01-14 12:00:00,2,晴天,19.0,56.6,1.2,123
2023-01-14 13:00:00,10,阴天,13.7,50.2,4.6,94
2023-01-14 14:00:00,1,小雨,18.3,61.7,2.9,46
2023-01-14 15:00:00,8,晴天,15.2,33.7,1.2,104
2023-01-14 16:00:00,1,多云,15.4,64.7,5.1,90
2023-01-14 17:00:00,9,阴天,12.8,58.5,2.7,166
2023-01-14 18:00:00,6,晴天,11.2,72.6,0.0,201
2023-01-14 19:00:00,7,晴天,10.7,55.4,0.2,226
2023-01-14 20:00:00,10,大雨,14.4,69.0,4.2,4
2023-01-14 21:00:00,7,小雨,9.9,68.3,1.8,10
2023-01-14 22:00:00,10,多云,7.3,57.9,1.6,73
2023-01-14 23:00:00,3,晴天,12.4,65.3,0.5,14
2023-01-15 00:00:00,2,晴天,10.4,39.9,0.5,10
2023-01-15 01:00:00,9,小雨,3.1,,4.8,0
2023-01-15 02:00:00,8,晴天,13.7,51.8,5.3,15
2023-01-15 03:00:00,10,多云,11.7,57.3,2.5,53
2023-01-15 04:00:00,7,多云,14.8,44.2,1.0,35
2023-01-15 05:00:00,9,晴天,13.0,48.5,8.1,14
2023-01-15 06:00:00,4,阴天,19.8,84.7,2.9,9
2023-01-15 07:00:00,4,大雨,15.1,62.1,4.8,8
2023-01-15 08:00:00,1,小雨,9.6,55.5,0.0,77
2023-01-15 09:00:00,8,晴天,15.9,55.5,1.8,242
2023-01-15 10:00:00,3,晴天,20.8,60.0,6.1,123
2023-01-15 11:00:00,7,多云,20.3,70.8,1.2,73
2023-01-15 12:00:00,2,晴天,19.6,62.9,3.9,121
2023-01-15 13:00:00,2,阴天,16.9,63.2,3.2,109
2023-01-15 14:00:00,7,晴天,19.4,46.2,0.5,122
2023-01-15 15:00:00,6,多云,18.5,55.6,4.5,91
2023-01-15 16:00:00,3,多云,17.4,62.3,0.4,102
2023-01-15 17:00:00,9,小雨,17.9,59.5,3.9,108
2023-01-15 18:00:00,10,晴天,15.5,53.8,14.1,316
2023-01-15 19:00:00,6,多云,12.9,52.4,9.5,179
2023-01-15 20:00:00,10,晴天,9.5,66.5,4.8,44
2023-01-15 21:00:00,10,阴天,15.5,66.9,2.3,56
2023-01-15 22:00:00,6,晴天,16.6,74.8,3.4,84
2023-01-15 23:00:00,1,阴天,15.4,62.9,3.9,29
2023-01-16 00:00:00,4,大雨,12.1,28.9,0.0,17
2023-01-16 01:00:00,10,晴天,5.1,95.4,0.3,60
2023-01-16 02:00:00,6,大雨,5.3,59.9,2.7,0
2023-01-16 03:00:00,6,晴天,9.8,53.8,0.0,28
2023-01-16 04:00:00,5,阴天,12.3,59.1,7.2,0
2023-01-16 05:00:00,1,多云,13.4,54.1,2.0,42
2023-01-16 06:00:00,8,晴天,15.6,47.7,0.9,37
2023-01-16 07:00:00,5,多云,12.1,69.2,1.5,288
2023-01-16 08:00:00,5,晴天,22.3,57.8,5.7,415
2023-01-16 09:00:00,7,阴天,23.1,58.7,7.9,318
2023-01-16 10:00:00,4,晴天,15.4,22.5,0.4,181
2023-01-16 11:00:00,6,小雨,14.2,56.6,4.5,75
2023-01-16 12:00:00,4,多云,19.7,43.9,2.6,185
2023-01-16 13:00:00,3,阴天,23.6,52.2,2.6,148
2023-01-16 14:00:00,7,晴天,19.2,63.5,4.5,186
2023-01-16 15:00:00,8,多云,19.3,50.8,0.8,179
2023-01-16 16:00:00,4,多云,16.2,52.9,2.3,173
2023-01-16 17:00:00,2,小雨,16.7,61.4,1.2,154
2023-01-16 18:00:00,10,晴天,17.8,52.4,0.3,496
2023-01-16 19:00:00,3,晴天,14.9,44.2,0.3,358
2023-01-16 20:00:00,1,晴天,14.2,34.2,0.4,126
2023-01-16 21:00:00,8,小雨,6.5,65.0,2.9,38
2023-01-16 22:00:00,3,晴天,17.1,52.3,0.3,149
2023-01-16 23:00:00,10,多云,5.2,35.0,2.5,20
2023-01-17 00:00:00,7,晴天,10.5,78.7,2.7,42
2023-01-17 01:00:00,10,阴天,9.7,65.1,7.0,29
2023-01-17 02:00:00,5,阴天,10.3,42.2,3.0,22
2023-01-17 03:00:00,10,多云,14.1,49.4,12.7,19
2023-01-17 04:00:00,5,多云,10.4,75.7,0.1,0
2023-01-17 05:00:00,7,晴天,12.4,57.4,3.7,26
2023-01-17 06:00:00,9,晴天,11.6,53.7,0.1,49
2023-01-17 07:00:00,5,晴天,19.7,71.3,3.9,401
2023-01-17 08:00:00,1,小雨,18.3,57.5,1.5,144
2023-01-17 09:00:00,10,多云,20.4,78.4,2.8,335
2023-01-17 10:00:00,10,阴天,21.8,53.8,1.1,143
2023-01-17 11:00:00,1,多云,25.8,51.4,0.5,158
2023-01-17 12:00:00,2,小雨,25.5,60.2,3.9,96
2023-01-17 13:00:00,6,多云,20.8,74.5,7.0,182
2023-01-17 14:00:00,9,多云,19.8,63.7,0.6,174
2023-01-17 15:00:00,8,晴天,16.9,61.6,7.6,207
2023-01-17 16:00:00,5,多云,19.7,47.9,0.5,160
2023-01-17 17:00:00,1,多云,18.4,45.7,4.0,388
2023-01-17 18:00:00,7,小雨,12.8,74.5,9.6,150
2023-01-17 19:00:00,5,阴天,15.9,76.1,0.5,341
2023-01-17 20:00:00,6,晴天,15.5,75.6,1.7,145
2023-01-17 21:00:00,7,晴天,8.1,71.9,1.2,96
2023-01-17 22:00:00,3,多云,11.2,66.7,1.5,82
2023-01-17 23:00:00,10,多云,10.0,66.5,4.2,19
2023-01-18 00:00:00,3,晴天,10.0,62.0,3.2,50
2023-01-18 01:00:00,5,大雨,7.3,68.4,10.4,0
2023-01-18 02:00:00,6,阴天,5.2,59.4,0.6,0
2023-01-18 03:00:00,9,阴天,9.2,68.4,2.4,0
2023-01-18 04:00:00,5,晴天,9.8,73.8,1.8,6
2023-01-18 05:00:00,1,阴天,14.8,41.1,7.5,47
2023-01-18 06:00:00,4,小雨,16.1,76.4,0.0,31
2023-01-18 07:00:00,5,多云,17.2,59.1,13.6,339
2023-01-18 08:00:00,10,多云,13.3,81.9,2.0,218
2023-01-18 09:00:00,10,大雨,15.2,79.1,2.9,86
2023-01-18 10:00:00,5,多云,17.5,44.5,1.3,179
2023-01-18 11:00:00,7,多云,19.9,60.0,5.7,203
2023-01-18 12:00:00,4,多云,19.0,32.0,2.5,169
2023-01-18 13:00:00,1,多云,20.8,54.2,3.3,161
2023-01-18 14:00:00,5,晴天,22.3,65.3,3.1,186
2023-01-18 15:00:00,7,阴天,15.5,72.7,1.4,140
2023-01-18 16:00:00,10,小雨,14.6,61.0,0.2,74
2023-01-18 17:00:00,10,小雨,16.7,66.6,4.9,183
2023-01-18 18:00:00,6,晴天,14.8,49.5,1.0,358
