customer_id,first_purchase,last_purchase,purchase_count,total_spent,avg_order_value,order_value_std,total_quantity,unique_products,preferred_category,avg_purchase_interval,days_since_last_purchase,activity_status
C000030,2023-03-29,2023-08-25,7,10302.63,1471.8042857142857,892.3474109309882,27,7,图书,24.833333333333332,128,沉睡
C000031,2023-02-26,2023-11-06,5,8136.75,1627.35,890.622081974167,13,5,电子产品,63.25,55,近期活跃
C000032,2023-01-13,2023-12-09,6,11494.13,1915.6883333333333,1855.6927688215703,20,6,服装,66.0,22,活跃
C000033,2023-02-26,2023-11-19,11,18754.38,1704.9436363636364,2173.7173012711323,50,10,食品,26.6,42,近期活跃
C000034,2023-02-15,2023-12-16,5,12481.24,2496.248,2138.877200161337,24,4,图书,76.0,15,活跃
C000035,2023-08-13,2023-10-10,2,4111.610000000001,2055.8050000000003,2655.9425676113556,9,2,电子产品,58.0,82,近期活跃
C000036,2023-01-15,2023-04-28,2,2077.65,1038.825,546.0914960425589,7,2,运动,103.0,247,流失
C000037,2023-01-21,2023-10-22,7,8048.54,1149.7914285714285,1021.5696969276997,25,7,家居,45.666666666666664,70,近期活跃
C000038,2023-04-26,2023-07-12,2,2640.33,1320.165,680.8519064010909,5,2,服装,77.0,172,沉睡
C000039,2023-07-20,2023-12-19,3,8868.45,2956.15,1057.8505169918856,16,3,服装,76.0,12,活跃
C000040,2023-01-17,2023-09-10,4,6134.48,1533.62,684.6466278307372,15,3,家居,78.66666666666667,112,沉睡
C000041,2023-01-07,2023-07-10,7,7627.88,1089.6971428571428,798.5325637842265,16,7,图书,30.666666666666668,174,沉睡
C000042,2023-06-23,2023-07-18,3,6647.160000000001,2215.7200000000003,3165.671400872175,11,3,图书,12.5,166,沉睡
C000043,2023-02-10,2023-12-02,10,22914.920000000002,2291.492,1969.4034627820117,34,9,服装,32.77777777777778,29,活跃
C000044,2023-01-08,2023-12-20,5,22955.82,4591.164,3286.1576350625664,27,4,电子产品,86.5,11,活跃
C000045,2023-02-20,2023-10-30,7,9635.84,1376.5485714285714,909.4375764802584,21,6,食品,42.0,62,近期活跃
C000046,2023-02-18,2023-08-26,4,8171.49,2042.8725,1898.4400487483574,13,4,电子产品,63.0,127,沉睡
C000047,2023-03-18,2023-09-11,10,16865.77,1686.577,1132.8750016567974,31,10,家居,19.666666666666668,111,沉睡
C000048,2023-01-13,2023-11-19,6,6549.71,1091.6183333333333,1076.2002719645943,16,6,食品,62.0,42,近期活跃
C000049,2023-02-11,2023-12-19,5,6036.79,1207.358,772.622834583602,18,5,图书,77.75,12,活跃
C000050,2023-01-19,2023-07-27,9,22526.82,2502.98,1514.2605207493195,30,9,家居,23.625,157,沉睡
C000051,2023-02-15,2023-11-18,4,3864.71,966.1775,519.6005444810464,14,3,图书,92.0,43,近期活跃
C000052,2023-01-04,2023-12-23,8,12278.41,1534.80125,1156.1618796250868,23,7,图书,50.42857142857143,8,活跃
C000053,2023-03-25,2023-12-23,8,14878.42,1859.8025,974.6660191463388,33,8,家居,39.0,8,活跃
C000054,2023-01-20,2023-08-21,5,10923.89,2184.778,1910.955302910039,17,5,食品,53.25,132,沉睡
C000055,2023-02-12,2023-09-20,7,7655.75,1093.6785714285713,823.8482037250263,23,6,食品,36.666666666666664,102,沉睡
C000056,2023-02-19,2023-12-13,5,9731.32,1946.264,966.6198694316188,20,5,家居,74.25,18,活跃
C000057,2023-01-20,2023-12-23,7,12348.17,1764.0242857142857,1513.9727622258945,29,7,食品,56.166666666666664,8,活跃
C000058,2023-03-21,2023-12-26,7,16306.27,2329.467142857143,1350.6867392023744,32,5,家居,46.666666666666664,5,活跃
C000059,2023-05-08,2023-12-22,7,9832.69,1404.67,1046.9964813376087,28,7,玩具,38.0,9,活跃
C000060,2023-03-11,2023-11-15,6,11754.55,1959.0916666666665,1768.9798942375426,27,6,玩具,49.8,46,近期活跃
C000061,2023-03-08,2023-12-15,7,17803.03,2543.29,2173.9725871393443,33,6,家居,47.0,16,活跃
C000062,2023-05-24,2023-09-16,6,9204.77,1534.1283333333333,929.5546693211038,19,6,家居,23.0,106,沉睡
C000063,2023-07-24,2023-12-28,7,14111.08,2015.8685714285714,1557.5391894419927,29,7,家居,26.166666666666668,3,活跃
C000064,2023-05-22,2023-10-08,4,9257.46,2314.365,1875.555766353003,15,4,服装,46.333333333333336,84,近期活跃
C000065,2023-07-20,2023-10-15,2,825.56,412.78,112.26027258117634,5,2,服装,87.0,77,近期活跃
C000066,2023-03-09,2023-12-08,4,3445.61,861.4025,865.6280149261574,9,4,家居,91.33333333333333,23,活跃
C000067,2023-01-16,2023-12-24,8,8237.11,1029.63875,1130.5855024144096,29,8,电子产品,48.857142857142854,7,活跃
C000068,2023-03-25,2023-11-09,5,11787.43,2357.486,1971.3661919541992,22,4,玩具,57.25,52,近期活跃
C000069,2023-04-05,2023-12-15,9,24254.15,2694.9055555555556,3108.6579937012657,45,8,电子产品,31.75,16,活跃
C000070,2023-02-01,2023-07-13,5,3136.85,627.37,250.90888067184866,20,4,家居,40.5,171,沉睡
C000071,2023-06-04,2023-12-17,3,13349.77,4449.923333333333,3166.0366115434185,23,3,服装,98.0,14,活跃
C000072,2023-01-07,2023-08-29,5,5593.32,1118.664,659.8871668171763,22,3,家居,58.5,124,沉睡
C000073,2023-02-08,2023-12-18,4,4890.389999999999,1222.5974999999999,882.3436955584069,11,4,玩具,104.33333333333333,13,活跃
C000074,2023-02-23,2023-10-14,3,2363.8599999999997,787.9533333333333,902.1836194663109,6,3,家居,116.5,78,近期活跃
C000075,2023-03-19,2023-12-26,3,4913.4,1637.8,805.1377025701875,8,3,家居,141.0,5,活跃
C000076,2023-03-31,2023-12-18,6,10067.49,1677.915,1268.0588274327024,20,5,美妆,52.4,13,活跃
C000077,2023-04-22,2023-11-10,5,10583.79,2116.7580000000003,578.0596130331196,22,4,服装,50.5,51,近期活跃
C000078,2023-02-15,2023-11-23,7,12421.76,1774.537142857143,1148.2409036683646,25,6,家居,46.833333333333336,38,近期活跃
C000079,2023-01-07,2023-12-16,6,7391.45,1231.9083333333333,888.4086677743901,19,6,家居,68.6,15,活跃
C000080,2023-05-18,2023-12-01,2,4007.2700000000004,2003.6350000000002,960.8661917509638,14,2,家居,197.0,30,活跃
C000081,2023-01-08,2023-09-20,8,10726.119999999999,1340.7649999999999,1239.3938124398903,28,7,玩具,36.42857142857143,102,沉睡
C000082,2023-03-14,2023-12-31,8,14015.119999999999,1751.8899999999999,1085.0197690233244,28,8,服装,41.714285714285715,0,活跃
C000083,2023-07-01,2023-11-21,5,6152.5,1230.5,1791.5743904873168,18,5,电子产品,35.75,40,近期活跃
C000084,2023-02-18,2023-09-10,3,2682.38,894.1266666666667,522.1928701479305,8,2,家居,102.0,112,沉睡
C000085,2023-05-26,2023-10-06,4,6791.67,1697.9175,1350.537298272432,18,4,图书,44.333333333333336,86,近期活跃
C000086,2023-03-11,2023-12-17,6,8440.35,1406.7250000000001,1080.2346164560734,19,6,电子产品,56.2,14,活跃
C000087,2023-02-21,2023-11-19,3,2919.43,973.1433333333333,1278.1816600676655,8,3,电子产品,135.5,42,近期活跃
C000088,2023-01-13,2023-10-27,6,9169.64,1528.2733333333333,1005.7798103693804,20,5,家居,57.4,65,近期活跃
C000089,2023-02-25,2023-12-15,5,13787.84,2757.568,1469.788178299853,29,5,服装,73.25,16,活跃
C000090,2023-01-29,2023-11-06,7,10582.68,1511.8114285714287,909.4636471281407,24,7,玩具,46.833333333333336,55,近期活跃
C000091,2023-08-17,2023-11-22,2,8486.36,4243.18,92.9421153191592,12,2,玩具,97.0,39,近期活跃
C000092,2023-02-14,2023-11-19,7,8815.47,1259.3528571428571,912.2912030653788,23,7,电子产品,46.333333333333336,42,近期活跃
C000093,2023-01-10,2023-12-24,8,10349.36,1293.67,1181.350914431682,29,8,服装,49.714285714285715,7,活跃
C000094,2023-02-11,2023-12-11,3,4653.71,1551.2366666666667,1828.6611478437806,7,3,食品,151.5,20,活跃
C000095,2023-01-01,2023-12-30,10,27276.3,2727.63,2065.8906920852432,57,9,电子产品,40.333333333333336,1,活跃
C000096,2023-11-10,2023-12-05,2,5874.66,2937.33,3345.9161514897532,18,2,图书,25.0,26,活跃
C000097,2023-01-08,2023-12-27,6,13302.28,2217.0466666666666,2483.7958908869036,28,6,家居,70.6,4,活跃
C000098,2023-09-17,2023-11-17,3,3698.54,1232.8466666666666,759.772333356074,10,3,服装,30.5,44,近期活跃
C000099,2023-12-20,2023-12-20,2,3047.29,1523.645,710.2816906340753,10,2,家居,0.0,11,活跃
C000100,2023-03-25,2023-10-30,5,8558.25,1711.65,769.7583539981881,17,5,服装,54.75,62,近期活跃
C000101,2023-03-18,2023-09-17,3,6713.93,2237.976666666667,1279.376961115579,12,3,服装,91.5,105,沉睡
C000102,2023-03-06,2023-07-15,2,3333.7999999999997,1666.8999999999999,1216.9166282864244,5,2,家居,131.0,169,沉睡
C000103,2023-02-01,2023-12-03,7,15288.400000000001,2184.057142857143,3148.260494874984,27,7,图书,50.833333333333336,28,活跃
C000104,2023-03-26,2023-12-14,7,13722.64,1960.3771428571429,1777.9521741572455,32,7,图书,43.833333333333336,17,活跃
C000105,2023-01-13,2023-07-15,2,7747.610000000001,3873.8050000000003,1066.6635083520953,9,2,图书,183.0,169,沉睡
C000106,2023-03-28,2023-08-25,5,8283.36,1656.672,2020.1670701380124,19,3,家居,37.5,128,沉睡
C000107,2023-05-08,2023-11-21,7,16708.82,2386.9742857142855,1910.8466787077846,36,7,家居,32.833333333333336,40,近期活跃
C000108,2023-01-03,2023-12-24,7,13545.130000000001,1935.0185714285715,1645.169257122486,28,7,玩具,59.166666666666664,7,活跃
C000109,2023-03-09,2023-09-11,5,7632.48,1526.4959999999999,1104.5513105465043,18,5,电子产品,46.5,111,沉睡
C000110,2023-03-01,2023-07-29,5,7412.49,1482.498,1512.4762986969417,20,5,家居,37.5,155,沉睡
C000111,2023-01-06,2023-11-04,4,10075.84,2518.96,1703.8678051030445,21,4,食品,100.66666666666667,57,近期活跃
C000112,2023-03-05,2023-10-31,7,5630.86,804.4085714285713,373.3740920055279,18,6,图书,40.0,61,近期活跃
C000113,2023-02-15,2023-10-21,7,15210.33,2172.904285714286,1662.0537789018454,31,7,玩具,41.333333333333336,71,近期活跃
C000114,2023-03-24,2023-12-08,5,3030.79,606.158,254.07547996609196,12,5,电子产品,64.75,23,活跃
C000115,2023-01-16,2023-12-19,6,12192.94,2032.1566666666668,1312.2582507519876,23,6,玩具,67.4,12,活跃
C000116,2023-03-01,2023-10-31,6,9402.09,1567.015,910.2161886661871,21,6,食品,48.8,61,近期活跃
C000117,2023-01-05,2023-12-11,8,18781.03,2347.62875,1890.7667516678252,38,8,食品,48.57142857142857,20,活跃
C000118,2023-02-04,2023-09-08,6,8145.21,1357.535,860.5314107398985,30,6,图书,43.2,114,沉睡
C000119,2023-10-23,2023-10-23,1,3119.56,3119.56,,4,1,图书,0.0,69,近期活跃
C000120,2023-04-16,2023-10-31,2,2710.3799999999997,1355.1899999999998,1434.3519635012879,4,2,家居,198.0,61,近期活跃
C000121,2023-04-17,2023-10-31,5,9841.63,1968.3259999999998,1004.8624591106983,19,5,食品,49.25,61,近期活跃
C000122,2023-01-10,2023-12-01,5,10656.94,2131.388,2371.3737460109487,24,5,食品,81.25,30,活跃
C000123,2023-02-16,2023-05-03,3,2729.04,909.68,892.9569823905292,7,3,图书,38.0,242,流失
C000124,2023-01-09,2023-12-04,9,13272.35,1474.7055555555555,1985.5273801065493,34,8,家居,41.125,27,活跃
C000125,2023-02-24,2023-06-21,6,6529.41,1088.235,956.593382012441,20,5,电子产品,23.4,193,流失
C000126,2023-01-04,2023-07-13,4,5171.009999999999,1292.7524999999998,844.6570902788499,17,4,图书,63.333333333333336,171,沉睡
C000127,2023-02-19,2023-02-19,1,478.46,478.46,,1,1,服装,0.0,315,流失
C000128,2023-01-26,2023-11-30,8,19411.54,2426.4425,2217.1874387530443,35,8,图书,44.0,31,近期活跃
C000129,2023-01-29,2023-10-25,7,12556.51,1793.787142857143,1142.3451162807482,24,5,电子产品,44.833333333333336,67,近期活跃
C000130,2023-05-26,2023-10-23,5,9100.51,1820.102,1821.5055033735143,16,5,图书,37.5,69,近期活跃
C000131,2023-01-03,2023-11-02,5,9580.52,1916.104,1393.733248197086,21,5,电子产品,75.75,59,近期活跃
C000132,2023-01-31,2023-10-16,7,6707.58,958.2257142857143,777.6796588754083,16,6,电子产品,43.0,76,近期活跃
C000133,2023-01-02,2023-10-27,6,11978.1,1996.3500000000001,1121.0067591589268,21,4,家居,59.6,65,近期活跃
C000134,2023-02-06,2023-09-23,3,4548.12,1516.04,1256.1128708440176,6,2,电子产品,114.5,99,沉睡
C000135,2023-04-01,2023-10-23,5,9312.14,1862.4279999999999,663.4857779711634,21,4,图书,51.25,69,近期活跃
C000136,2023-02-17,2023-05-07,4,9082.1,2270.525,1313.7469515473672,16,4,图书,26.333333333333332,238,流失
C000137,2023-03-20,2023-05-25,3,4000.66,1333.5533333333333,147.41817707912855,9,3,家居,33.0,220,流失
C000138,2023-03-11,2023-12-07,5,7963.139999999999,1592.628,1271.9479974314988,17,5,服装,67.75,24,活跃
C000139,2023-02-12,2023-11-03,5,12463.91,2492.782,1373.5364392581655,23,5,家居,66.0,58,近期活跃
C000140,2023-02-06,2023-10-11,6,7841.860000000001,1306.9766666666667,761.605182484118,17,6,服装,49.4,81,近期活跃
C000141,2023-01-02,2023-12-24,4,6675.03,1668.7575,1207.4069682967988,18,4,食品,118.66666666666667,7,活跃
C000142,2023-01-22,2023-06-05,4,8037.0,2009.25,523.0381671860414,12,4,服装,44.666666666666664,209,流失
C000143,2023-01-14,2023-01-14,1,2251.6,2251.6,,4,1,服装,0.0,351,流失
C000144,2023-01-19,2023-12-15,7,8896.8,1270.9714285714285,817.5951965251217,21,7,图书,55.0,16,活跃
C000145,2023-01-09,2023-07-05,7,12909.900000000001,1844.2714285714287,1821.3418390793508,27,5,服装,29.5,179,沉睡
C000146,2023-05-20,2023-09-19,3,4619.63,1539.8766666666668,646.7046247193019,10,3,玩具,61.0,103,沉睡
C000147,2023-04-13,2023-12-13,4,8806.11,2201.5275,2536.9611289280065,21,3,家居,81.33333333333333,18,活跃
C000148,2023-04-16,2023-11-21,5,5803.89,1160.778,759.2560484579625,18,5,服装,54.75,40,近期活跃
C000149,2023-03-19,2023-11-08,6,12414.17,2069.028333333333,2135.572969752302,22,5,图书,46.8,53,近期活跃
C000150,2023-02-20,2023-09-18,4,11102.470000000001,2775.6175000000003,2376.0588655639403,16,4,家居,70.0,104,沉睡
C000151,2023-01-09,2023-09-27,5,13779.289999999999,2755.8579999999997,1957.3830997712225,25,5,服装,65.25,95,沉睡
C000152,2023-01-12,2023-08-27,4,6894.68,1723.67,764.2118219010573,16,4,家居,75.66666666666667,126,沉睡
C000153,2023-04-01,2023-10-30,8,18352.68,2294.085,1292.1218037564636,33,8,服装,30.285714285714285,62,近期活跃
C000154,2023-03-23,2023-10-04,5,10015.64,2003.128,916.1061992858689,25,5,玩具,48.75,88,近期活跃
C000155,2023-01-20,2023-12-30,7,13245.86,1892.2657142857145,1367.5283599601282,26,7,图书,57.333333333333336,1,活跃
C000156,2023-04-14,2023-10-04,4,6188.21,1547.0525,781.0479963645,13,3,服装,57.666666666666664,88,近期活跃
C000157,2023-01-20,2023-10-26,5,5890.62,1178.124,1103.338151624424,13,5,图书,69.75,66,近期活跃
C000158,2023-01-19,2023-09-08,7,14015.79,2002.2557142857145,1225.7772744243705,26,7,服装,38.666666666666664,114,沉睡
C000159,2023-02-08,2023-05-18,6,6073.92,1012.32,994.6924301712565,14,6,电子产品,19.8,227,流失
C000160,2023-01-25,2023-11-16,3,4065.92,1355.3066666666666,488.60223590701395,9,3,图书,147.5,45,近期活跃
C000161,2023-01-07,2023-12-27,6,18612.579999999998,3102.0966666666664,2650.1797923436566,29,6,电子产品,70.8,4,活跃
C000162,2023-01-21,2023-11-14,7,15361.23,2194.4614285714283,2365.5344588656812,22,6,玩具,49.5,47,近期活跃
C000163,2023-07-28,2023-12-17,7,12517.03,1788.1471428571429,1581.2133661602438,30,6,图书,23.666666666666668,14,活跃
C000164,2023-05-15,2023-10-17,4,3604.94,901.235,735.0285000143418,10,4,家居,51.666666666666664,75,近期活跃
C000165,2023-04-20,2023-12-16,4,8023.83,2005.9575,1623.4477152524296,20,4,图书,80.0,15,活跃
C000166,2023-01-12,2023-07-07,6,14471.22,2411.87,2614.5891789112875,30,6,图书,35.2,177,沉睡
C000167,2023-01-25,2023-08-21,5,8217.470000000001,1643.4940000000001,870.4471059633664,16,4,电子产品,52.0,132,沉睡
C000168,2023-01-01,2023-10-23,5,7433.6,1486.72,1362.1335983118543,13,5,运动,73.75,69,近期活跃
C000169,2023-05-25,2023-10-24,4,5849.54,1462.385,1470.9301028600917,11,4,图书,50.666666666666664,68,近期活跃
C000170,2023-01-13,2023-12-31,8,24943.96,3117.995,2182.946025057488,48,8,服装,50.285714285714285,0,活跃
C000171,2023-01-04,2023-11-25,6,11860.34,1976.7233333333334,1649.1522800598696,23,6,电子产品,65.0,36,近期活跃
C000172,2023-04-23,2023-12-06,2,3237.7200000000003,1618.8600000000001,929.8171329890625,13,2,家居,227.0,25,活跃
C000173,2023-05-01,2023-08-30,2,596.66,298.33,193.4502731970157,4,2,图书,121.0,123,沉睡
C000174,2023-08-15,2023-10-23,2,1195.67,597.835,73.98458251554842,10,2,家居,69.0,69,近期活跃
C000175,2023-01-11,2023-12-27,9,14312.89,1590.3211111111111,811.0424519475605,46,9,食品,43.75,4,活跃
C000176,2023-03-09,2023-12-16,2,1414.69,707.345,563.4014700460054,4,2,图书,282.0,15,活跃
C000177,2023-06-03,2023-12-14,4,4557.64,1139.41,618.6638054711137,13,4,食品,64.66666666666667,17,活跃
C000178,2023-02-01,2023-11-25,5,9205.0,1841.0,1458.7954575779293,19,5,家居,74.25,36,近期活跃
C000179,2023-05-09,2023-11-23,3,4996.6,1665.5333333333335,2130.2857883939737,16,3,图书,99.0,38,近期活跃
C000180,2023-01-17,2023-06-29,6,11897.3,1982.8833333333332,1823.5899787031806,22,6,食品,32.6,185,流失
C000181,2023-05-24,2023-05-24,1,1920.7,1920.7,,3,1,食品,0.0,221,流失
C000182,2023-01-01,2023-12-19,8,14392.56,1799.07,1587.2472837678984,35,8,家居,50.285714285714285,12,活跃
C000183,2023-06-05,2023-11-11,4,11117.630000000001,2779.4075000000003,1445.9520614777196,24,4,玩具,53.0,50,近期活跃
C000184,2023-03-17,2023-09-07,2,1920.74,960.37,1178.5914407461137,7,2,电子产品,174.0,115,沉睡
C000185,2023-01-21,2023-10-20,6,8160.469999999999,1360.0783333333331,1027.0393191775408,20,6,食品,54.4,72,近期活跃
C000186,2023-03-09,2023-10-17,5,10473.94,2094.788,1714.1048170021577,23,5,玩具,55.5,75,近期活跃
C000187,2023-01-30,2023-11-14,3,1920.07,640.0233333333333,238.07109743379883,13,3,图书,144.0,47,近期活跃
C000188,2023-02-24,2023-12-14,6,10759.99,1793.3316666666667,1271.9196221997154,23,6,家居,58.6,17,活跃
C000189,2023-01-16,2023-11-26,7,9089.84,1298.5485714285714,1192.001654465135,21,6,服装,52.333333333333336,35,近期活跃
C000190,2023-04-06,2023-09-28,8,17135.57,2141.94625,1491.8963042377354,39,8,玩具,25.0,94,沉睡
C000191,2023-01-24,2023-12-19,6,12739.82,2123.3033333333333,1838.4606058294169,20,6,图书,65.8,12,活跃
C000192,2023-02-08,2023-10-27,5,2924.31,584.862,420.98627076188603,8,5,家居,65.25,65,近期活跃
C000193,2023-01-28,2023-10-21,3,3554.98,1184.9933333333333,1001.0078661695587,10,3,电子产品,133.0,71,近期活跃
C000194,2023-01-01,2023-10-23,4,4847.89,1211.9725,646.824958876047,14,4,家居,98.33333333333333,69,近期活跃
C000195,2023-05-22,2023-10-07,2,4302.469999999999,2151.2349999999997,1475.5409335054046,6,2,服装,138.0,85,近期活跃
C000196,2023-03-14,2023-08-15,4,4660.32,1165.08,1182.3558945032864,13,4,电子产品,51.333333333333336,138,沉睡
C000197,2023-03-28,2023-09-27,3,10680.33,3560.11,4623.121688221066,19,3,服装,91.5,95,沉睡
C000198,2023-04-02,2023-09-11,4,6205.91,1551.4775,651.8132026061351,18,3,运动,54.0,111,沉睡
C000199,2023-01-16,2023-08-08,2,2531.36,1265.68,814.9264231818722,11,2,家居,204.0,145,沉睡
C000200,2023-01-28,2023-12-25,6,16724.35,2787.3916666666664,2565.976648727861,27,6,家居,66.2,6,活跃
C000201,2023-01-04,2023-12-31,4,11144.27,2786.0675,1721.7937667710576,19,3,家居,120.33333333333333,0,活跃
C000202,2023-02-26,2023-12-07,5,15337.85,3067.57,1228.5798390418101,23,4,电子产品,71.0,24,活跃
C000203,2023-08-24,2023-12-23,4,4760.9,1190.225,1552.9296459809977,13,4,食品,40.333333333333336,8,活跃
C000204,2023-05-17,2023-11-05,4,6545.900000000001,1636.4750000000001,1715.8489294515414,14,4,服装,57.333333333333336,56,近期活跃
C000205,2023-02-03,2023-10-19,5,7215.070000000001,1443.0140000000001,1639.3116036098813,15,5,服装,64.5,73,近期活跃
C000206,2023-01-17,2023-10-07,7,6624.22,946.3171428571429,861.1424562892075,18,6,图书,43.833333333333336,85,近期活跃
C000207,2023-03-15,2023-12-17,3,5356.26,1785.42,979.569978510979,20,3,家居,138.5,14,活跃
C000208,2023-02-18,2023-08-03,6,10376.79,1729.4650000000001,1319.6309158056279,20,6,图书,33.2,150,沉睡
C000209,2023-01-13,2023-12-06,4,3939.82,984.955,903.9787989586188,15,4,家居,109.0,25,活跃
C000210,2023-03-24,2023-08-12,3,5657.5,1885.8333333333333,2262.037864588772,14,3,电子产品,70.5,141,沉睡
C000211,2023-03-20,2023-12-13,5,6005.7,1201.1399999999999,1748.866295475443,16,5,家居,67.0,18,活跃
C000212,2023-07-07,2023-09-12,2,1254.05,627.025,867.344248871231,6,2,电子产品,67.0,110,沉睡
C000213,2023-01-31,2023-12-18,10,17798.14,1779.8139999999999,1291.5990098341067,27,9,服装,35.666666666666664,13,活跃
C000214,2023-04-12,2023-12-27,8,10675.65,1334.45625,815.928074332492,31,7,食品,37.0,4,活跃
C000215,2023-03-09,2023-12-14,8,10443.84,1305.48,1214.3781585415875,22,6,电子产品,40.0,17,活跃
C000216,2023-02-10,2023-08-18,3,4926.610000000001,1642.2033333333336,1259.472602097137,14,3,图书,94.5,135,沉睡
C000217,2023-06-11,2023-11-20,4,8351.25,2087.8125,2609.013852108046,13,4,图书,54.0,41,近期活跃
C000218,2023-01-25,2023-09-09,3,7174.09,2391.3633333333332,1814.597674756951,10,3,服装,113.5,113,沉睡
C000219,2023-01-11,2023-04-14,2,4029.92,2014.96,2675.2395116699363,5,2,电子产品,93.0,261,流失
C000220,2023-02-05,2023-09-28,7,11991.27,1713.0385714285715,1252.9199681866965,30,7,家居,39.166666666666664,94,沉睡
C000221,2023-04-08,2023-09-25,4,7691.18,1922.795,1503.2875688636555,11,3,食品,56.666666666666664,97,沉睡
C000222,2023-08-18,2023-10-09,3,8389.13,2796.3766666666666,1818.4915376303882,12,3,电子产品,26.0,83,近期活跃
C000223,2023-03-05,2023-11-29,9,26175.75,2908.4166666666665,2574.9041659496766,53,8,家居,33.625,32,近期活跃
C000224,2023-01-13,2023-10-21,7,15422.820000000002,2203.26,1359.9046365339987,26,7,玩具,46.833333333333336,71,近期活跃
C000225,2023-04-25,2023-12-24,5,4539.78,907.9559999999999,465.9286570710155,20,5,家居,60.75,7,活跃
C000226,2023-02-02,2023-07-21,3,5395.700000000001,1798.5666666666668,824.2184220419568,11,3,家居,84.5,163,沉睡
C000227,2023-06-08,2023-10-27,6,4564.9,760.8166666666666,406.982499115953,15,6,家居,28.2,65,近期活跃
C000228,2023-01-03,2023-11-23,5,8261.470000000001,1652.2940000000003,1803.9262743748704,24,5,食品,81.0,38,近期活跃
C000229,2023-02-02,2023-12-06,6,7651.219999999999,1275.2033333333331,736.5718850368011,20,6,图书,61.4,25,活跃
