customer_id,first_purchase,last_purchase,purchase_days,total_revenue,avg_order_value,transaction_count,lifetime_days,purchase_frequency,predicted_clv,historical_clv
C000037,2023-01-21,2023-10-22,7,8048.54,1149.7914285714285,7,274,3.9984350547730827,9194.73270735524,8048.54
C000038,2023-04-26,2023-07-12,2,2640.33,1320.165,2,77,1.65158371040724,4360.726018099548,2640.33
C000039,2023-07-20,2023-12-19,3,8868.45,2956.15,3,152,2.117988394584139,12522.182785299807,8868.45
C000040,2023-01-17,2023-09-10,4,6134.48,1533.62,4,236,2.4292845257903495,7451.198668885191,6134.48
C000041,2023-01-07,2023-07-10,7,7627.88,1089.6971428571428,7,184,4.65391621129326,10142.71839708561,7627.88
C000042,2023-06-23,2023-07-18,3,6647.160000000001,2215.7200000000003,3,25,2.8076923076923075,12442.12,6647.160000000001
C000043,2023-02-10,2023-12-02,10,22914.920000000002,2291.492,10,295,5.53030303030303,25345.290303030306,22914.920000000002
C000044,2023-01-08,2023-12-20,5,22955.82,4591.164,5,346,2.566807313642757,23569.266666666666,22955.82
C000045,2023-02-20,2023-10-30,7,9635.84,1376.5485714285714,7,252,4.1410048622366284,11400.588654781199,9635.84
C000046,2023-02-18,2023-08-26,4,8171.49,2042.8725,4,189,2.6353790613718413,10767.486823104693,8171.49
C000047,2023-03-18,2023-09-11,10,16865.77,1686.577,10,177,6.734317343173432,22715.889483394832,16865.77
C000048,2023-01-13,2023-11-19,6,6549.71,1091.6183333333333,6,310,3.244444444444445,7083.3900740740755,6549.71
C000049,2023-02-11,2023-12-19,5,6036.79,1207.358,5,311,2.6997041420118344,6519.0187869822485,6036.79
C000050,2023-01-19,2023-07-27,9,22526.82,2502.98,9,189,5.9296028880866425,29683.35487364621,22526.82
C000051,2023-02-15,2023-11-18,4,3864.71,966.1775,4,276,2.277691107644306,4401.307800312013,3864.71
C000052,2023-01-04,2023-12-23,8,12278.41,1534.80125,8,353,4.066852367688022,12483.620194986072,12278.41
C000053,2023-03-25,2023-12-23,8,14878.42,1859.8025,8,273,4.57680250783699,17023.897492163007,14878.42
C000054,2023-01-20,2023-08-21,5,10923.89,2184.778,5,213,3.1574394463667823,13796.608477508651,10923.89
C000055,2023-02-12,2023-09-20,7,7655.75,1093.6785714285713,7,220,4.367521367521368,9553.32905982906,7655.75
C000056,2023-02-19,2023-12-13,5,9731.32,1946.264,5,297,2.756797583081571,10730.911782477342,9731.32
C000057,2023-01-20,2023-12-23,7,12348.17,1764.0242857142857,7,337,3.63960113960114,12840.689601139602,12348.17
C000058,2023-03-21,2023-12-26,7,16306.27,2329.467142857143,7,280,3.9612403100775193,18455.15829457364,16306.27
C000059,2023-05-08,2023-12-22,7,9832.69,1404.67,7,228,4.308600337268128,12104.323271500843,9832.69
C000060,2023-03-11,2023-11-15,6,11754.55,1959.0916666666665,6,249,3.5667752442996745,13975.279315960912,11754.55
C000061,2023-03-08,2023-12-15,7,17803.03,2543.29,7,282,3.9489953632148374,20086.880834621326,17803.03
C000062,2023-05-24,2023-09-16,6,9204.77,1534.1283333333333,6,115,4.5625,13998.921041666666,9204.77
C000063,2023-07-24,2023-12-28,7,14111.08,2015.8685714285714,7,157,4.89463601532567,19733.885823754787,14111.08
C000064,2023-05-22,2023-10-08,4,9257.46,2314.365,4,139,2.8968253968253967,13408.622619047617,9257.46
C000065,2023-07-20,2023-10-15,2,825.56,412.78,2,87,1.6150442477876106,1333.3159292035398,825.56
C000066,2023-03-09,2023-12-08,4,3445.61,861.4025,4,274,2.2848200312989047,3936.2993740219094,3445.61
C000067,2023-01-16,2023-12-24,8,8237.11,1029.63875,8,342,4.130127298444131,8505.078217821783,8237.11
C000068,2023-03-25,2023-11-09,5,11787.43,2357.486,5,229,3.0723905723905722,14486.235521885521,11787.43
C000069,2023-04-05,2023-12-15,9,24254.15,2694.9055555555556,9,254,5.306946688206785,28603.440226171242,24254.15
C000070,2023-02-01,2023-07-13,5,3136.85,627.37,5,162,3.462998102466793,4345.162239089184,3136.85
C000071,2023-06-04,2023-12-17,3,13349.77,4449.923333333333,3,196,1.9518716577540107,17371.358467023172,13349.77
C000072,2023-01-07,2023-08-29,5,5593.32,1118.664,5,234,3.046744574290484,6816.56694490818,5593.32
C000073,2023-02-08,2023-12-18,4,4890.389999999999,1222.5974999999999,4,313,2.1533923303834808,5265.464159292034,4890.389999999999
C000074,2023-02-23,2023-10-14,3,2363.8599999999997,787.9533333333333,3,233,1.8311036789297657,2885.648494983277,2363.8599999999997
C000075,2023-03-19,2023-12-26,3,4913.4,1637.8,3,282,1.6924265842349302,5543.712519319937,4913.4
C000076,2023-03-31,2023-12-18,6,10067.49,1677.915,6,262,3.4928229665071773,11721.32009569378,10067.49
C000077,2023-04-22,2023-11-10,5,10583.79,2116.7580000000003,5,202,3.2186948853615522,13626.3962962963,10583.79
C000078,2023-02-15,2023-11-23,7,12421.76,1774.537142857143,7,281,3.955108359133127,14036.973374613004,12421.76
C000079,2023-01-07,2023-12-16,6,7391.45,1231.9083333333333,6,343,3.0932203389830506,7621.127824858756,7391.45
C000080,2023-05-18,2023-12-01,2,4007.2700000000004,2003.6350000000002,2,197,1.298932384341637,5205.172775800712,4007.2700000000004
C000081,2023-01-08,2023-09-20,8,10726.119999999999,1340.7649999999999,8,255,4.709677419354838,12629.141290322577,10726.119999999999
C000082,2023-03-14,2023-12-31,8,14015.119999999999,1751.8899999999999,8,292,4.444444444444445,15572.355555555556,14015.119999999999
C000083,2023-07-01,2023-11-21,5,6152.5,1230.5,5,143,3.59251968503937,8841.19094488189,6152.5
C000084,2023-02-18,2023-09-10,3,2682.38,894.1266666666667,3,204,1.9244288224956063,3441.3662565905097,2682.38
C000085,2023-05-26,2023-10-06,4,6791.67,1697.9175,4,133,2.931726907630522,9955.660843373495,6791.67
C000086,2023-03-11,2023-12-17,6,8440.35,1406.7250000000001,6,281,3.390092879256966,9537.856811145512,8440.35
C000087,2023-02-21,2023-11-19,3,2919.43,973.1433333333333,3,271,1.7216981132075473,3350.9180817610063,2919.43
C000088,2023-01-13,2023-10-27,6,9169.64,1528.2733333333333,6,287,3.3588957055214723,10266.621472392637,9169.64
C000089,2023-02-25,2023-12-15,5,13787.84,2757.568,5,293,2.7735562310030395,15296.53981762918,13787.84
C000090,2023-01-29,2023-11-06,7,10582.68,1511.8114285714287,7,281,3.955108359133127,11958.756037151703,10582.68
C000091,2023-08-17,2023-11-22,2,8486.36,4243.18,2,97,1.5800865800865802,13409.183549783551,8486.36
C000092,2023-02-14,2023-11-19,7,8815.47,1259.3528571428571,7,278,3.9735614307931573,10008.231881804044,8815.47
C000093,2023-01-10,2023-12-24,8,10349.36,1293.67,8,348,4.095371669004208,10596.118934081347,10349.36
C000094,2023-02-11,2023-12-11,3,4653.71,1551.2366666666667,3,303,1.6392215568862276,5085.641167664671,4653.71
C000095,2023-01-01,2023-12-30,10,27276.3,2727.63,10,363,5.013736263736264,27351.234890109892,27276.3
C000096,2023-11-10,2023-12-05,2,5874.66,2937.33,2,25,1.8717948717948718,10996.158461538462,5874.66
C000097,2023-01-08,2023-12-27,6,13302.28,2217.0466666666666,6,353,3.0501392757660164,13524.602228412255,13302.28
C000098,2023-09-17,2023-11-17,3,3698.54,1232.8466666666666,3,61,2.5704225352112675,6337.873708920187,3698.54
C000099,2023-12-20,2023-12-20,2,3047.29,1523.645,2,0,2.0,6094.58,3047.29
C000100,2023-03-25,2023-10-30,5,8558.25,1711.65,5,219,3.125,10697.8125,8558.25
C000101,2023-03-18,2023-09-17,3,6713.93,2237.976666666667,3,183,1.9981751824817517,8943.73886861314,6713.93
C000102,2023-03-06,2023-07-15,2,3333.7999999999997,1666.8999999999999,2,131,1.4717741935483872,4906.600806451613,3333.7999999999997
C000103,2023-02-01,2023-12-03,7,15288.400000000001,2184.057142857143,7,305,3.8134328358208953,16657.510447761193,15288.400000000001
C000104,2023-03-26,2023-12-14,7,13722.64,1960.3771428571429,7,263,4.068471337579617,15951.476433121017,13722.64
C000105,2023-01-13,2023-07-15,2,7747.610000000001,3873.8050000000003,2,183,1.3321167883211678,10320.721350364964,7747.610000000001
C000106,2023-03-28,2023-08-25,5,8283.36,1656.672,5,150,3.5436893203883497,11741.461747572816,8283.36
C000107,2023-05-08,2023-11-21,7,16708.82,2386.9742857142855,7,197,4.5462633451957295,21703.62740213523,16708.82
C000108,2023-01-03,2023-12-24,7,13545.130000000001,1935.0185714285715,7,355,3.548611111111111,13733.256805555557,13545.130000000001
C000109,2023-03-09,2023-09-11,5,7632.48,1526.4959999999999,5,186,3.312159709618875,10111.997096188748,7632.48
C000110,2023-03-01,2023-07-29,5,7412.49,1482.498,5,150,3.5436893203883497,10507.024660194176,7412.49
C000111,2023-01-06,2023-11-04,4,10075.84,2518.96,4,302,2.188905547226387,11027.53103448276,10075.84
C000112,2023-03-05,2023-10-31,7,5630.86,804.4085714285713,7,240,4.223140495867769,6794.260826446281,5630.86
C000113,2023-02-15,2023-10-21,7,15210.33,2172.904285714286,7,248,4.168026101141925,18113.44355628059,15210.33
C000114,2023-03-24,2023-12-08,5,3030.79,606.158,5,259,2.9246794871794872,3545.6357371794875,3030.79
C000115,2023-01-16,2023-12-19,6,12192.94,2032.1566666666668,6,337,3.1196581196581197,12679.26809116809,12192.94
C000116,2023-03-01,2023-10-31,6,9402.09,1567.015,6,244,3.596059113300493,11270.157142857144,9402.09
C000117,2023-01-05,2023-12-11,8,18781.03,2347.62875,8,340,4.141843971631205,19447.023971631203,18781.03
C000118,2023-02-04,2023-09-08,6,8145.21,1357.535,6,216,3.7693631669535286,10234.084853700517,8145.21
C000119,2023-10-23,2023-10-23,1,3119.56,3119.56,1,0,1.0,6239.12,3119.56
C000120,2023-04-16,2023-10-31,2,2710.3799999999997,1355.1899999999998,2,198,1.2966252220248669,3514.3470692717583,2710.3799999999997
C000121,2023-04-17,2023-10-31,5,9841.63,1968.3259999999998,5,197,3.247330960854092,12783.611921708181,9841.63
C000122,2023-01-10,2023-12-01,5,10656.94,2131.388,5,325,2.6449275362318843,11274.733623188406,10656.94
C000123,2023-02-16,2023-05-03,3,2729.04,909.68,3,76,2.4829931972789114,4517.45850340136,2729.04
C000124,2023-01-09,2023-12-04,9,13272.35,1474.7055555555555,9,329,4.73342939481268,13960.829250720462,13272.35
C000125,2023-02-24,2023-06-21,6,6529.41,1088.235,6,117,4.54356846473029,9888.940456431534,6529.41
C000126,2023-01-04,2023-07-13,4,5171.009999999999,1292.7524999999998,4,190,2.630630630630631,6801.508648648648,5171.009999999999
C000127,2023-02-19,2023-02-19,1,478.46,478.46,1,0,1.0,956.92,478.46
C000128,2023-01-26,2023-11-30,8,19411.54,2426.4425,8,308,4.338781575037147,21055.608023774144,19411.54
C000129,2023-01-29,2023-10-25,7,12556.51,1793.787142857143,7,269,4.029968454258675,14457.811198738173,12556.51
C000130,2023-05-26,2023-10-23,5,9100.51,1820.102,5,150,3.5436893203883497,12899.752038834953,9100.51
C000131,2023-01-03,2023-11-02,5,9580.52,1916.104,5,303,2.7320359281437123,10469.72994011976,9580.52
C000132,2023-01-31,2023-10-16,7,6707.58,958.2257142857143,7,258,4.1011235955056184,7859.604173354736,6707.58
C000133,2023-01-02,2023-10-27,6,11978.1,1996.3500000000001,6,298,3.30316742081448,13188.556561085974,11978.1
C000134,2023-02-06,2023-09-23,3,4548.12,1516.04,3,229,1.8434343434343434,5589.440404040404,4548.12
C000135,2023-04-01,2023-10-23,5,9312.14,1862.4279999999999,5,205,3.2017543859649122,11926.074035087719,9312.14
C000136,2023-02-17,2023-05-07,4,9082.1,2270.525,4,79,3.2882882882882885,14932.281531531533,9082.1
C000137,2023-03-20,2023-05-25,3,4000.66,1333.5533333333333,3,66,2.540603248259861,6776.059860788863,4000.66
C000138,2023-03-11,2023-12-07,5,7963.139999999999,1592.628,5,271,2.869496855345912,9140.082075471699,7963.139999999999
C000139,2023-02-12,2023-11-03,5,12463.91,2492.782,5,264,2.9014308426073128,14465.269157392686,12463.91
C000140,2023-02-06,2023-10-11,6,7841.860000000001,1306.9766666666667,6,247,3.5784313725490198,9353.852614379086,7841.860000000001
C000141,2023-01-02,2023-12-24,4,6675.03,1668.7575,4,356,2.0249653259361997,6758.3521497919555,6675.03
C000142,2023-01-22,2023-06-05,4,8037.0,2009.25,4,134,2.9258517034068134,11757.53507014028,8037.0
C000143,2023-01-14,2023-01-14,1,2251.6,2251.6,1,0,1.0,4503.2,2251.6
C000144,2023-01-19,2023-12-15,7,8896.8,1270.9714285714285,7,330,3.676258992805755,9344.840287769783,8896.8
C000145,2023-01-09,2023-07-05,7,12909.900000000001,1844.2714285714287,7,177,4.714022140221402,17387.87269372694,12909.900000000001
C000146,2023-05-20,2023-09-19,3,4619.63,1539.8766666666668,3,122,2.248459958932238,6924.7020533880905,4619.63
C000147,2023-04-13,2023-12-13,4,8806.11,2201.5275,4,244,2.3973727422003286,10555.764039408868,8806.11
C000148,2023-04-16,2023-11-21,5,5803.89,1160.778,5,219,3.125,7254.8625,5803.89
C000149,2023-03-19,2023-11-08,6,12414.17,2069.028333333333,6,234,3.656093489148581,15129.122036727878,12414.17
C000150,2023-02-20,2023-09-18,4,11102.470000000001,2775.6175000000003,4,210,2.5391304347826087,14095.309739130436,11102.470000000001
C000151,2023-01-09,2023-09-27,5,13779.289999999999,2755.8579999999997,5,261,2.9153354632587862,16068.501118210863,13779.289999999999
C000152,2023-01-12,2023-08-27,4,6894.68,1723.67,4,227,2.4662162162162162,8501.88581081081,6894.68
C000153,2023-04-01,2023-10-30,8,18352.68,2294.085,8,212,5.060658578856153,23219.16187175044,18352.68
C000154,2023-03-23,2023-10-04,5,10015.64,2003.128,5,195,3.2589285714285716,13056.102142857144,10015.64
C000155,2023-01-20,2023-12-30,7,13245.86,1892.2657142857145,7,344,3.603667136812412,13638.191537376588,13245.86
C000156,2023-04-14,2023-10-04,4,6188.21,1547.0525,4,173,2.7137546468401488,8396.64182156134,6188.21
C000157,2023-01-20,2023-10-26,5,5890.62,1178.124,5,279,2.833850931677019,6677.255590062113,5890.62
C000158,2023-01-19,2023-09-08,7,14015.79,2002.2557142857145,7,232,4.279731993299833,17138.23567839196,14015.79
C000159,2023-02-08,2023-05-18,6,6073.92,1012.32,6,99,4.719827586206896,9555.95172413793,6073.92
C000160,2023-01-25,2023-11-16,3,4065.92,1355.3066666666666,3,295,1.659090909090909,4497.153939393939,4065.92
C000161,2023-01-07,2023-12-27,6,18612.579999999998,3102.0966666666664,6,354,3.0458970792767732,18897.334353268427,18612.579999999998
C000162,2023-01-21,2023-11-14,7,15361.23,2194.4614285714283,7,297,3.8595166163142,16939.120694864047,15361.23
C000163,2023-07-28,2023-12-17,7,12517.03,1788.1471428571429,7,142,5.039447731755424,18022.54812623274,12517.03
C000164,2023-05-15,2023-10-17,4,3604.94,901.235,4,155,2.807692307692308,5060.781153846155,3604.94
C000165,2023-04-20,2023-12-16,4,8023.83,2005.9575,4,240,2.4132231404958677,9681.646115702479,8023.83
C000166,2023-01-12,2023-07-07,6,14471.22,2411.87,6,176,4.048059149722736,19526.78484288355,14471.22
C000167,2023-01-25,2023-08-21,5,8217.470000000001,1643.4940000000001,5,208,3.18499127399651,10469.028097731241,8217.470000000001
C000168,2023-01-01,2023-10-23,5,7433.6,1486.72,5,295,2.765151515151515,8222.012121212121,7433.6
C000169,2023-05-25,2023-10-24,4,5849.54,1462.385,4,152,2.8239845261121856,8259.505222437137,5849.54
C000170,2023-01-13,2023-12-31,8,24943.96,3117.995,8,352,4.07252440725244,25396.221478382144,24943.96
C000171,2023-01-04,2023-11-25,6,11860.34,1976.7233333333334,6,325,3.1739130434782608,12547.895942028985,11860.34
C000172,2023-04-23,2023-12-06,2,3237.7200000000003,1618.8600000000001,2,227,1.2331081081081081,3992.458783783784,3237.7200000000003
C000173,2023-05-01,2023-08-30,2,596.66,298.33,2,121,1.5020576131687242,896.217695473251,596.66
C000174,2023-08-15,2023-10-23,2,1195.67,597.835,2,69,1.6820276497695852,2011.15,1195.67
C000175,2023-01-11,2023-12-27,9,14312.89,1590.3211111111111,9,350,4.594405594405595,14613.160419580421,14312.89
C000176,2023-03-09,2023-12-16,2,1414.69,707.345,2,282,1.1282843894899535,1596.1726429675423,1414.69
C000177,2023-06-03,2023-12-14,4,4557.64,1139.41,4,194,2.6118067978533093,5951.837567084079,4557.64
C000178,2023-02-01,2023-11-25,5,9205.0,1841.0,5,297,2.756797583081571,10150.528700906345,9205.0
C000179,2023-05-09,2023-11-23,3,4996.6,1665.5333333333335,3,198,1.9449378330373002,6478.71758436945,4996.6
C000180,2023-01-17,2023-06-29,6,11897.3,1982.8833333333332,6,163,4.1477272727272725,16448.91856060606,11897.3
C000181,2023-05-24,2023-05-24,1,1920.7,1920.7,1,0,1.0,3841.4,1920.7
C000182,2023-01-01,2023-12-19,8,14392.56,1799.07,8,352,4.07252440725244,14653.512970711296,14392.56
C000183,2023-06-05,2023-11-11,4,11117.630000000001,2779.4075000000003,4,159,2.786259541984733,15488.301335877864,11117.630000000001
C000184,2023-03-17,2023-09-07,2,1920.74,960.37,2,174,1.3543599257884973,2601.373283858998,1920.74
C000185,2023-01-21,2023-10-20,6,8160.469999999999,1360.0783333333331,6,272,3.437990580847724,9351.87299843014,8160.469999999999
C000186,2023-03-09,2023-10-17,5,10473.94,2094.788,5,222,3.1090289608177173,13025.513117546849,10473.94
C000187,2023-01-30,2023-11-14,3,1920.07,640.0233333333333,3,288,1.6768759571209801,2146.4794793261867,1920.07
C000188,2023-02-24,2023-12-14,6,10759.99,1793.3316666666667,6,293,3.3282674772036476,11937.37492401216,10759.99
C000189,2023-01-16,2023-11-26,7,9089.84,1298.5485714285714,7,314,3.7628865979381443,9772.582032400589,9089.84
C000190,2023-04-06,2023-09-28,8,17135.57,2141.94625,8,175,5.407407407407407,23164.752037037037,17135.57
C000191,2023-01-24,2023-12-19,6,12739.82,2123.3033333333333,6,329,3.155619596541787,13400.675216138328,12739.82
C000192,2023-02-08,2023-10-27,5,2924.31,584.862,5,261,2.9153354632587862,3410.1378594249204,2924.31
C000193,2023-01-28,2023-10-21,3,3554.98,1184.9933333333333,3,266,1.735340729001585,4112.73438985737,3554.98
C000194,2023-01-01,2023-10-23,4,4847.89,1211.9725,4,295,2.212121212121212,5362.060151515151,4847.89
C000195,2023-05-22,2023-10-07,2,4302.469999999999,2151.2349999999997,2,138,1.4512922465208749,6244.1413518886675,4302.469999999999
C000196,2023-03-14,2023-08-15,4,4660.32,1165.08,4,154,2.813102119460501,6554.97803468208,4660.32
C000197,2023-03-28,2023-09-27,3,10680.33,3560.11,3,183,1.9981751824817517,14227.44689781022,10680.33
C000198,2023-04-02,2023-09-11,4,6205.91,1551.4775,4,162,2.7703984819734346,8596.421821631879,6205.91
C000199,2023-01-16,2023-08-08,2,2531.36,1265.68,2,204,1.2829525483304043,3247.614762741652,2531.36
C000200,2023-01-28,2023-12-25,6,16724.35,2787.3916666666664,6,331,3.1465517241379306,17541.344109195397,16724.35
C000201,2023-01-04,2023-12-31,4,11144.27,2786.0675,4,361,2.0110192837465566,11205.670936639119,11144.27
C000202,2023-02-26,2023-12-07,5,15337.85,3067.57,5,284,2.8120184899845917,17252.127118644068,15337.85
C000203,2023-08-24,2023-12-23,4,4760.9,1190.225,4,121,3.0041152263374484,7151.146090534979,4760.9
C000204,2023-05-17,2023-11-05,4,6545.900000000001,1636.4750000000001,4,172,2.718808193668529,8898.523277467413,6545.900000000001
C000205,2023-02-03,2023-10-19,5,7215.070000000001,1443.0140000000001,5,258,2.929373996789727,8454.255377207064,7215.070000000001
C000206,2023-01-17,2023-10-07,7,6624.22,946.3171428571429,7,263,4.068471337579617,7700.128343949044,6624.22
C000207,2023-03-15,2023-12-17,3,5356.26,1785.42,3,277,1.7056074766355138,6090.451401869158,5356.26
C000208,2023-02-18,2023-08-03,6,10376.79,1729.4650000000001,6,166,4.124293785310734,14265.64350282486,10376.79
C000209,2023-01-13,2023-12-06,4,3939.82,984.955,4,327,2.1098265895953756,4156.168497109827,3939.82
C000210,2023-03-24,2023-08-12,3,5657.5,1885.8333333333333,3,141,2.1640316205533594,8162.005928853753,5657.5
C000211,2023-03-20,2023-12-13,5,6005.7,1201.1399999999999,5,268,2.883096366508689,6926.004739336492,6005.7
C000212,2023-07-07,2023-09-12,2,1254.05,627.025,2,67,1.6898148148148149,2119.1122685185187,1254.05
C000213,2023-01-31,2023-12-18,10,17798.14,1779.8139999999999,10,321,5.320699708454811,18939.711661807578,17798.14
C000214,2023-04-12,2023-12-27,8,10675.65,1334.45625,8,259,4.679487179487179,12489.141826923074,10675.65
C000215,2023-03-09,2023-12-14,8,10443.84,1305.48,8,280,4.5271317829457365,11820.16,10443.84
C000216,2023-02-10,2023-08-18,3,4926.610000000001,1642.2033333333336,3,189,1.976534296028881,6491.742418772565,4926.610000000001
C000217,2023-06-11,2023-11-20,4,8351.25,2087.8125,4,162,2.7703984819734346,11568.145161290324,8351.25
C000218,2023-01-25,2023-09-09,3,7174.09,2391.3633333333332,3,227,1.849662162162162,8846.428547297297,7174.09
C000219,2023-01-11,2023-04-14,2,4029.92,2014.96,2,93,1.5938864628820961,6423.2349344978165,4029.92
C000220,2023-02-05,2023-09-28,7,11991.27,1713.0385714285715,7,235,4.258333333333334,14589.378500000003,11991.27
C000221,2023-04-08,2023-09-25,4,7691.18,1922.795,4,170,2.7289719626168223,10494.507289719626,7691.18
C000222,2023-08-18,2023-10-09,3,8389.13,2796.3766666666666,3,52,2.6258992805755392,14686.006954436449,8389.13
C000223,2023-03-05,2023-11-29,9,26175.75,2908.4166666666665,9,269,5.181388012618297,30139.27050473186,26175.75
C000224,2023-01-13,2023-10-21,7,15422.820000000002,2203.26,7,281,3.955108359133127,17428.264086687308,15422.820000000002
C000225,2023-04-25,2023-12-24,5,4539.78,907.9559999999999,5,243,3.0016447368421053,5450.722697368421,4539.78
C000226,2023-02-02,2023-07-21,3,5395.700000000001,1798.5666666666668,3,169,2.0505617977528092,7376.144194756555,5395.700000000001
C000227,2023-06-08,2023-10-27,6,4564.9,760.8166666666666,6,141,4.328063241106719,6585.725296442686,4564.9
C000228,2023-01-03,2023-11-23,5,8261.470000000001,1652.2940000000003,5,324,2.6487663280116114,8753.081422351237,8261.470000000001
C000229,2023-02-02,2023-12-06,6,7651.219999999999,1275.2033333333331,6,307,3.2589285714285716,8311.593154761904,7651.219999999999
C000230,2023-05-12,2023-09-24,4,4373.71,1093.4275,4,135,2.9200000000000004,6385.616600000001,4373.71
C000231,2023-04-29,2023-05-27,3,7416.0,2472.0,3,28,2.786259541984733,13775.267175572519,7416.0
C000232,2023-09-04,2023-09-04,1,579.3,579.3,1,0,1.0,1158.6,579.3
C000233,2023-03-20,2023-11-30,2,2064.3,1032.15,2,255,1.1774193548387095,2430.546774193548,2064.3
C000234,2023-04-19,2023-11-30,8,14744.72,1843.09,8,225,4.9491525423728815,18243.46711864407,14744.72
C000235,2023-01-18,2023-11-30,4,6760.21,1690.0525,4,316,2.1439060205580027,7246.6274596182075,6760.21
C000236,2023-01-29,2023-11-28,4,16929.32,4232.33,4,303,2.18562874251497,18500.604191616763,16929.32
C000237,2023-01-15,2023-10-17,6,6088.05,1014.6750000000001,6,275,3.421875,6944.18203125,6088.05
C000238,2023-04-30,2023-11-04,6,15208.34,2534.7233333333334,6,188,3.9602169981916813,20076.10886075949,15208.34
